eye_packets,772
norm_X,norm_Y,phi,theta,confidence,timestamp
1582011708.0737128,"{'circle_3d': {'center': [-0.7420535246473144, 35.66314814348837, 424.7704315032977], 'normal': [-0.06859832209387327, -0.877234870483337, -0.47513498315109165], 'radius': 13.149296345996675}, 'confidence': 1.1395635106659086e-05, 'timestamp': 4631.808911, 'diameter_3d': 26.29859269199335, 'ellipse': {'center': [158.93546502186942, 172.34083192472963], 'axes': [21.07580871809554, 38.40145048068121], 'angle': 85.20039745237789}, 'location': [158.93546502186942, 172.34083192472963], 'diameter': 38.40145048068121, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.5007247443709872, 'phi': -1.7141820258113787, 'norm_pos': [0.4966733281933419, 0.28191320031362654], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.294386,"{'circle_3d': {'center': [-0.9026328256537622, 35.81079462122601, 424.5302496248146], 'normal': [-0.08197993051107726, -0.8649309973385343, -0.49515013969135396], 'radius': 13.510188546154987}, 'confidence': 0.20914855653161363, 'timestamp': 4632.027311, 'diameter_3d': 27.020377092309975, 'ellipse': {'center': [158.70626029268055, 172.6085684009894], 'axes': [22.42753341989864, 39.47890583662768], 'angle': 84.16466365787568}, 'location': [158.70626029268055, 172.6085684009894], 'diameter': 39.47890583662768, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.5257834568357493, 'phi': -1.7348737028317316, 'norm_pos': [0.49595706341462675, 0.2807976316625441], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.302036,"{'circle_3d': {'center': [-0.9102316546148373, 35.786467318957875, 424.57422015247704], 'normal': [-0.0826131662578335, -0.8669582725275454, -0.49148592905281613], 'radius': 13.484782931743158}, 'confidence': 0.7287937769816026, 'timestamp': 4632.035711, 'diameter_3d': 26.969565863486316, 'ellipse': {'center': [158.69519683159504, 172.56520160712444], 'axes': [22.243004267909285, 39.40061907446364], 'angle': 84.13766875465936}, 'location': [158.69519683159504, 172.56520160712444], 'diameter': 39.40061907446364, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.5217300126263538, 'phi': -1.7373281564667096, 'norm_pos': [0.4959224900987345, 0.2809783266369815], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.312503,"{'circle_3d': {'center': [-0.9131488137990483, 35.77460058051524, 424.59569462193645], 'normal': [-0.08285626285651776, -0.8679471673977646, -0.48969638993119863], 'radius': 13.463998830349539}, 'confidence': 0.08120389028812797, 'timestamp': 4632.044111, 'diameter_3d': 26.927997660699077, 'ellipse': {'center': [158.69090324206323, 172.54366597397296], 'axes': [22.13930082430753, 39.33789476222461], 'angle': 84.12919705126045}, 'location': [158.69090324206323, 172.54366597397296], 'diameter': 39.33789476222461, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.5197423593455682, 'phi': -1.7384081246760732, 'norm_pos': [0.49590907263144757, 0.2810680584417793], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.31792,"{'circle_3d': {'center': [-0.8984192421296958, 35.7862998729505, 424.57254205822], 'normal': [-0.08162879855073839, -0.8669722263614932, -0.4916257702409007], 'radius': 13.446497085235801}, 'confidence': 0.427480602962441, 'timestamp': 4632.052511, 'diameter_3d': 26.892994170471603, 'ellipse': {'center': [158.71202222142645, 172.56349803827374], 'axes': [22.18558286928813, 39.2887670235816], 'angle': 84.20711080048092}, 'location': [158.71202222142645, 172.56349803827374], 'diameter': 39.2887670235816, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.5217020136029428, 'phi': -1.7353337391701154, 'norm_pos': [0.4959750694419577, 0.28098542484052613], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.3271658,"{'circle_3d': {'center': [-0.894037194997264, 35.75337835626449, 424.63024660278484], 'normal': [-0.08126362795636906, -0.8697156860853269, -0.4868170581938332], 'radius': 13.391032843377221}, 'confidence': 1.6639551884578552e-05, 'timestamp': 4632.060911, 'diameter_3d': 26.782065686754443, 'ellipse': {'center': [158.71804175093928, 172.50418830514607], 'axes': [21.908961058751, 39.1213190745026], 'angle': 84.25631033061062}, 'location': [158.71804175093928, 172.50418830514607], 'diameter': 39.1213190745026, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.5161703543673891, 'phi': -1.7361997234801003, 'norm_pos': [0.49599388047168524, 0.2812325487285581], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.3378859,"{'circle_3d': {'center': [-0.8487320939237378, 35.73385060071965, 424.6578444140482], 'normal': [-0.07748820286690855, -0.8713429990473972, -0.4845172405885516], 'radius': 13.432646305513746}, 'confidence': 1.546160420706766e-05, 'timestamp': 4632.069311, 'diameter_3d': 26.865292611027492, 'ellipse': {'center': [158.78321102071573, 172.47346102430834], 'axes': [21.88986672386036, 39.240269064685165], 'angle': 84.53455221689936}, 'location': [158.78321102071573, 172.47346102430834], 'diameter': 39.240269064685165, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.5128635751470154, 'phi': -1.7293820487125338, 'norm_pos': [0.49619753443973663, 0.2813605790653819], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.3454368,"{'circle_3d': {'center': [-0.9264864412908275, 35.690771375819345, 424.7491485104388], 'normal': [-0.08396773181416602, -0.8749329344557559, -0.4769085658893371], 'radius': 13.43489962842852}, 'confidence': 1.2023854669029888e-05, 'timestamp': 4632.077711, 'diameter_3d': 26.86979925685704, 'ellipse': {'center': [158.6714341889182, 172.39660984656155], 'axes': [21.596819576059154, 39.2388750429804], 'angle': 84.11238130455689}, 'location': [158.6714341889182, 172.39660984656155], 'diameter': 39.2388750429804, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.5054990229390202, 'phi': -1.7450768377982466, 'norm_pos': [0.49584823184036936, 0.2816807923059935], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.354403,"{'circle_3d': {'center': [-0.8697416690216185, 35.704177392650024, 424.7149621970436], 'normal': [-0.07923900079173195, -0.873815766386533, -0.4797574253389351], 'radius': 13.468519731749298}, 'confidence': 0.7035145309165308, 'timestamp': 4632.086111, 'diameter_3d': 26.937039463498596, 'ellipse': {'center': [158.75308618406638, 172.4230185726738], 'axes': [21.763320300151687, 39.340015859257626], 'angle': 84.43234916102433}, 'location': [158.75308618406638, 172.4230185726738], 'diameter': 39.340015859257626, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.507801271540935, 'phi': -1.7344832956591176, 'norm_pos': [0.49610339432520745, 0.2815707559471925], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.361516,"{'circle_3d': {'center': [-0.8371461984009715, 35.69680595514291, 424.7231074459007], 'normal': [-0.07652271157334468, -0.8744300528454588, -0.4790786546008398], 'radius': 13.344961658769725}, 'confidence': 1.2946841693284306e-05, 'timestamp': 4632.094511, 'diameter_3d': 26.68992331753945, 'ellipse': {'center': [158.79948150007164, 172.40556949733835], 'axes': [21.538387080082874, 38.97796551826215], 'angle': 84.6268643513102}, 'location': [158.79948150007164, 172.40556949733835], 'diameter': 38.97796551826215, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.5065365384855411, 'phi': -1.7291872550342795, 'norm_pos': [0.49624837968772384, 0.2816434604277569], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.3702478,"{'circle_3d': {'center': [-0.8249535253994497, 35.63225345089209, 424.8405583761412], 'normal': [-0.07550665548988454, -0.8798094281996942, -0.46929107708080176], 'radius': 13.468329235385967}, 'confidence': 0.765766360632246, 'timestamp': 4632.102911, 'diameter_3d': 26.936658470771935, 'ellipse': {'center': [158.81723960175955, 172.2989391773437], 'axes': [21.358883150117663, 39.32779618373522], 'angle': 84.73975019199975}, 'location': [158.81723960175955, 172.2989391773437], 'diameter': 39.32779618373522, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.49533520335299264, 'phi': -1.7303242673390566, 'norm_pos': [0.4963038737554986, 0.2820877534277346], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.378081,"{'circle_3d': {'center': [-0.8242449445656981, 35.66656172423252, 424.776592330814], 'normal': [-0.0754476070870719, -0.8769504054213244, -0.47462158085806583], 'radius': 13.381758308451897}, 'confidence': 1.1180344354322358e-05, 'timestamp': 4632.111311, 'diameter_3d': 26.763516616903793, 'ellipse': {'center': [158.81806473152616, 172.3549452585709], 'axes': [21.42668502311636, 39.08061439054907], 'angle': 84.72160671114544}, 'location': [158.81806473152616, 172.3549452585709], 'diameter': 39.08061439054907, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.5013169836420741, 'phi': -1.728441002260938, 'norm_pos': [0.4963064522860193, 0.28185439475595464], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.3860102,"{'circle_3d': {'center': [-0.7398535545788235, 35.645062952548315, 424.8036300655483], 'normal': [-0.06841499125483236, -0.878741969728342, -0.47236843629687514], 'radius': 13.397813914877826}, 'confidence': 1.0396874375651066e-05, 'timestamp': 4632.119711, 'diameter_3d': 26.795627829755652, 'ellipse': {'center': [158.93929600905662, 172.32031591655237], 'axes': [21.36814146850096, 39.124756322947796], 'angle': 85.22380206917595}, 'location': [158.93929600905662, 172.32031591655237], 'diameter': 39.124756322947796, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.4975762939292, 'phi': -1.7146301238722046, 'norm_pos': [0.4966853000283019, 0.28199868368103176], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.393837,"{'circle_3d': {'center': [-0.698109603105541, 35.585413385917164, 424.91001545970397], 'normal': [-0.06493632863205882, -0.8837127669476045, -0.4635029867839021], 'radius': 13.368839956033131}, 'confidence': 0.7582245681754854, 'timestamp': 4632.128111, 'diameter_3d': 26.737679912066262, 'ellipse': {'center': [158.9990601331645, 172.2158067487751], 'axes': [20.98185025984466, 39.03029130709076], 'angle': 85.49878146960583}, 'location': [158.9990601331645, 172.2158067487751], 'diameter': 39.03029130709076, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.48705982162899314, 'phi': -1.709989413977287, 'norm_pos': [0.49687206291613906, 0.28243413854677046], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.403248,"{'circle_3d': {'center': [-0.6739548420891496, 35.59617293834705, 424.88623099528235], 'normal': [-0.06292343188069287, -0.8828161375784472, -0.46548502548570553], 'radius': 13.292682495197193}, 'confidence': 0.4306398878627103, 'timestamp': 4632.136511, 'diameter_3d': 26.585364990394385, 'ellipse': {'center': [159.0335888057416, 172.2318569337752], 'axes': [20.93864109815188, 38.80984013104355], 'angle': 85.63204814177779}, 'location': [159.0335888057416, 172.2318569337752], 'diameter': 38.80984013104355, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.4889721237803057, 'phi': -1.7051600695026699, 'norm_pos': [0.4969799650179425, 0.2823672627759367], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.410124,"{'circle_3d': {'center': [-0.603679707619885, 35.63668252608247, 424.80113989660356], 'normal': [-0.057067170674920814, -0.8794403386004955, -0.4725759503756039], 'radius': 13.26109151378547}, 'confidence': 1.0500218085907065e-05, 'timestamp': 4632.144911, 'diameter_3d': 26.52218302757094, 'ellipse': {'center': [159.1345648936103, 172.30266021616467], 'axes': [21.161246184073025, 38.72496125705446], 'angle': 86.017667176046}, 'location': [159.1345648936103, 172.30266021616467], 'diameter': 38.72496125705446, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.4961111430599737, 'phi': -1.6909721001866826, 'norm_pos': [0.4972955152925322, 0.28207224909931383], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.422813,"{'circle_3d': {'center': [-0.6382974030238558, 35.654540005428515, 424.7722955016592], 'normal': [-0.05995197862525172, -0.8779522153216588, -0.47497964995429964], 'radius': 13.238799909700457}, 'confidence': 0.7657682945027937, 'timestamp': 4632.153311, 'diameter_3d': 26.477599819400915, 'ellipse': {'center': [159.08479877488412, 172.33207369130926], 'axes': [21.216357563185145, 38.66251210818834], 'angle': 85.80769215486839}, 'location': [159.08479877488412, 172.33207369130926], 'diameter': 38.66251210818834, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.49922842096289927, 'phi': -1.6963524690220035, 'norm_pos': [0.4971399961715129, 0.2819496929528781], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.429914,"{'circle_3d': {'center': [-0.5925573628112356, 35.657309331928346, 424.7615976092487], 'normal': [-0.05614030860753337, -0.8777214381133394, -0.47587114098850575], 'radius': 13.311084619481377}, 'confidence': 0.3712356884876829, 'timestamp': 4632.161711, 'diameter_3d': 26.622169238962755, 'ellipse': {'center': [159.15069944647587, 172.34099537482993], 'axes': [21.367640330624784, 38.87459546458056], 'angle': 86.07223216407422}, 'location': [159.15069944647587, 172.34099537482993], 'diameter': 38.87459546458056, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.4997102510145661, 'phi': -1.6882273019462903, 'norm_pos': [0.4973459357702371, 0.28191251927154193], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.438011,"{'circle_3d': {'center': [-0.5773972540399648, 35.64468511610603, 424.78316869317996], 'normal': [-0.054876966209927464, -0.8787734560985317, -0.4740735506609037], 'radius': 13.360601394616243}, 'confidence': 1.1041092719765722e-05, 'timestamp': 4632.170111, 'diameter_3d': 26.721202789232485, 'ellipse': {'center': [159.17257151537999, 172.3214999873037], 'axes': [21.37848654612361, 39.017320360998795], 'angle': 86.16640183405879}, 'location': [159.17257151537999, 172.3214999873037], 'diameter': 39.017320360998795, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.4975103218533349, 'phi': -1.6860396471889536, 'norm_pos': [0.4974142859855625, 0.2819937500529013], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011708.44836,"{'circle_3d': {'center': [-0.6518742711980982, 35.63699745268665, 424.80658110833673], 'normal': [-0.06108338430643857, -0.8794140947168139, -0.4721225160645049], 'radius': 13.187652897355743}, 'confidence': 0.3045801905795646, 'timestamp': 4632.178511, 'diameter_3d': 26.375305794711487, 'ellipse': {'center': [159.06512881260034, 172.29900872660625], 'axes': [21.02548831484937, 38.51000868025736], 'angle': 85.7380351412414}, 'location': [159.06512881260034, 172.29900872660625], 'diameter': 38.51000868025736, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.4961662734044007, 'phi': -1.699461947223015, 'norm_pos': [0.49707852753937604, 0.2820874636391406], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
