eye_packets,772
norm_X,norm_Y,phi,theta,confidence,timestamp
1582011708.0737128,"{'circle_3d': {'center': [-0.7420535246473144, 35.66314814348837, 424.7704315032977], 'normal': [-0.06859832209387327, -0.877234870483337, -0.47513498315109165], 'radius': 13.149296345996675}, 'confidence': 1.1395635106659086e-05, 'timestamp': 4631.808911, 'diameter_3d': 26.29859269199335, 'ellipse': {'center': [158.93546502186942, 172.34083192472963], 'axes': [21.07580871809554, 38.40145048068121], 'angle': 85.20039745237789}, 'location': [158.93546502186942, 172.34083192472963], 'diameter': 38.40145048068121, 'sphere': {'center': [0.08112634047916478, 46.18996658928842, 430.4720513011108], 'radius': 12.0}, 'projected_sphere': {'center': [160.116844591757, 186.52645438606416], 'axes': [34.56670405203982, 34.56670405203982], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4625.240111, 'theta': 0.5007247443709872, 'phi': -1.7141820258113787, 'norm_pos': [0.4966733281933419, 0.28191320031362654], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011711.9993532,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.4785461214254551}, 'confidence': 0.21133828867543714, 'timestamp': 4635.731711, 'diameter_3d': 0.9570922428509102, 'ellipse': {'center': [2611.6634151907538, 181.10717602421403], 'axes': [860.2840850906417, 3333.480776363361], 'angle': 86.96887350422475}, 'location': [2611.6634151907538, 181.10717602421403], 'diameter': 3333.480776363361, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.161448172471106, 0.24538676656577485], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.0060968,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.47854272093893885}, 'confidence': 0.2230608770963662, 'timestamp': 4635.740111, 'diameter_3d': 0.9570854418778777, 'ellipse': {'center': [2612.1054499718807, 181.2203287431715], 'axes': [860.6088438608036, 3333.1094868025198], 'angle': 86.9622203819558}, 'location': [2612.1054499718807, 181.2203287431715], 'diameter': 3333.1094868025198, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.162829531162128, 0.24491529690345204], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.0140889,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.47854873015166466}, 'confidence': 0.2465971680564515, 'timestamp': 4635.748511, 'diameter_3d': 0.9570974603033293, 'ellipse': {'center': [2611.3244124316325, 181.0203975950797], 'axes': [860.0351243140432, 3333.7653739165294], 'angle': 86.97397286526746}, 'location': [2611.3244124316325, 181.0203975950797], 'diameter': 3333.7653739165294, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.160388788848852, 0.24574834335383466], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.023225,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.4785469035742521}, 'confidence': 0.22666992891305643, 'timestamp': 4635.756911, 'diameter_3d': 0.9570938071485042, 'ellipse': {'center': [2611.561765312709, 181.08115553765128], 'axes': [860.2094250429865, 3333.566126496506], 'angle': 86.97040282060041}, 'location': [2611.561765312709, 181.08115553765128], 'diameter': 3333.566126496506, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.161130516602217, 0.2454951852597863], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.035452,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.47854301465731963}, 'confidence': 0.20312382355144076, 'timestamp': 4635.765311, 'diameter_3d': 0.9570860293146393, 'ellipse': {'center': [2612.0672626471805, 181.21055349515032], 'axes': [860.5807820895542, 3333.141571176054], 'angle': 86.96279531986268}, 'location': [2612.0672626471805, 181.21055349515032], 'diameter': 3333.141571176054, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.162710195772439, 0.24495602710354036], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.0451121,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.47854104036243256}, 'confidence': 0.2241824199347336, 'timestamp': 4635.773711, 'diameter_3d': 0.9570820807248651, 'ellipse': {'center': [2612.323970688967, 181.2762660004705], 'axes': [860.7694442430054, 3332.9258575107165], 'angle': 86.95892975493872}, 'location': [2612.323970688967, 181.2762660004705], 'diameter': 3332.9258575107165, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.163512408403022, 0.2446822249980395], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.051549,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.47853893303460443}, 'confidence': 0.234646881249966, 'timestamp': 4635.782111, 'diameter_3d': 0.9570778660692089, 'ellipse': {'center': [2612.5980366603594, 181.34642181435854], 'axes': [860.9709189778607, 3332.6954756081436], 'angle': 86.95480115322134}, 'location': [2612.5980366603594, 181.34642181435854], 'diameter': 3332.6954756081436, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.164368864563624, 0.24438990910683944], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.05874,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.47854476384209244}, 'confidence': 0.2078578267914773, 'timestamp': 4635.790511, 'diameter_3d': 0.9570895276841849, 'ellipse': {'center': [2611.8398702320046, 181.15234524741462], 'axes': [860.4137069974103, 3333.3325884689643], 'angle': 86.96621819019047}, 'location': [2611.8398702320046, 181.15234524741462], 'diameter': 3333.3325884689643, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.161999594475015, 0.2451985614691058], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.0671842,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.4785415313899177}, 'confidence': 0.21511857028122905, 'timestamp': 4635.798911, 'diameter_3d': 0.9570830627798353, 'ellipse': {'center': [2612.2601196483206, 181.25992131637324], 'axes': [860.7225135518511, 3332.9795189740685], 'angle': 86.9598913779151}, 'location': [2612.2601196483206, 181.25992131637324], 'diameter': 3332.9795189740685, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.163312873901003, 0.24475032784844486], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.0759182,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.47854104678378934}, 'confidence': 0.2198604717897913, 'timestamp': 4635.807311, 'diameter_3d': 0.9570820935675787, 'ellipse': {'center': [2612.32313566234, 181.27605224911565], 'axes': [860.768830475967, 3332.9265593105574], 'angle': 86.95894233138323}, 'location': [2612.32313566234, 181.27605224911565], 'diameter': 3332.9265593105574, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.163509798944812, 0.24468311562868483], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.0841222,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.47854082715564644}, 'confidence': 0.22264961996283958, 'timestamp': 4635.815711, 'diameter_3d': 0.9570816543112929, 'ellipse': {'center': [2612.3516962082376, 181.28336322001942], 'axes': [860.7898235490372, 3332.9025550934684], 'angle': 86.95851216826986}, 'location': [2612.3516962082376, 181.28336322001942], 'diameter': 3332.9025550934684, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.163599050650742, 0.24465265324991903], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.092044,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.47856219757387136}, 'confidence': 0.19051635282419366, 'timestamp': 4635.824111, 'diameter_3d': 0.9571243951477427, 'ellipse': {'center': [2609.5758421523246, 180.57279598127042], 'axes': [858.7523841275672, 3335.231259428433], 'angle': 87.0002338079135}, 'location': [2609.5758421523246, 180.57279598127042], 'diameter': 3335.231259428433, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.154924506726015, 0.24761335007803997], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.099691,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.47853592114470783}, 'confidence': 0.21416257027476818, 'timestamp': 4635.832511, 'diameter_3d': 0.9570718422894157, 'ellipse': {'center': [2612.9898524872738, 181.44671941092537], 'axes': [861.2590554502547, 3332.36596479411], 'angle': 86.94889576248292}, 'location': [2612.9898524872738, 181.44671941092537], 'diameter': 3332.36596479411, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.16559328902273, 0.2439720024544776], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.108926,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.4785346399081611}, 'confidence': 0.22085984420651036, 'timestamp': 4635.840911, 'diameter_3d': 0.9570692798163222, 'ellipse': {'center': [2613.1565667424875, 181.489395173268], 'axes': [861.3816907482043, 3332.225708141213], 'angle': 86.94638200758189}, 'location': [2613.1565667424875, 181.489395173268], 'diameter': 3332.225708141213, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.166114271070274, 0.24379418677804998], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.119145,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.47853488947687234}, 'confidence': 0.23926384063884076, 'timestamp': 4635.849311, 'diameter_3d': 0.9570697789537447, 'ellipse': {'center': [2613.124091102693, 181.48108201082093], 'axes': [861.3577999381583, 3332.253032351906], 'angle': 86.94687173229758}, 'location': [2613.124091102693, 181.48108201082093], 'diameter': 3332.253032351906, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.166012784695916, 0.24382882495491276], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.126462,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.4785386598687358}, 'confidence': 0.2166624504719828, 'timestamp': 4635.857711, 'diameter_3d': 0.9570773197374716, 'ellipse': {'center': [2612.633567476615, 181.3555170454078], 'axes': [860.9970430430877, 3332.665601919565], 'angle': 86.95426578230646}, 'location': [2612.633567476615, 181.3555170454078], 'diameter': 3332.665601919565, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.164479898364423, 0.24435201231080084], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.139764,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.4785430017239169}, 'confidence': 0.19740795863274632, 'timestamp': 4635.866111, 'diameter_3d': 0.9570860034478338, 'ellipse': {'center': [2612.068944137367, 181.21098392550223], 'axes': [860.5820177009911, 3333.140158449856], 'angle': 86.96277000450578}, 'location': [2612.068944137367, 181.21098392550223], 'diameter': 3333.140158449856, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.162715450429271, 0.2449542336437407], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.14302,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.47854683639369744}, 'confidence': 0.22876123406597823, 'timestamp': 4635.874511, 'diameter_3d': 0.9570936727873949, 'ellipse': {'center': [2611.570495917538, 181.08339041082593], 'axes': [860.2158372082341, 3333.558796318855], 'angle': 86.97027147839937}, 'location': [2611.570495917538, 181.08339041082593], 'diameter': 3333.558796318855, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.161157799742307, 0.24548587328822535], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.1508422,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.4785286441900059}, 'confidence': 0.22924856661548604, 'timestamp': 4635.882911, 'diameter_3d': 0.9570572883800118, 'ellipse': {'center': [2613.9370347021404, 181.6891805192739], 'axes': [861.9560880969887, 3331.5686827406553], 'angle': 86.93460549775816}, 'location': [2613.9370347021404, 181.6891805192739], 'diameter': 3331.5686827406553, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.16855323344419, 0.24296174783635882], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.1608891,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.47853791444260496}, 'confidence': 0.21471318920364796, 'timestamp': 4635.891311, 'diameter_3d': 0.9570758288852099, 'ellipse': {'center': [2612.730530737865, 181.38033784485114], 'axes': [861.0683402950677, 3332.5840696430187], 'angle': 86.9528046136861}, 'location': [2612.730530737865, 181.38033784485114], 'diameter': 3332.5840696430187, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.164782908555829, 0.24424859231312024], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.167207,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.47853317840901455}, 'confidence': 0.23327492420525897, 'timestamp': 4635.899711, 'diameter_3d': 0.9570663568180291, 'ellipse': {'center': [2613.3467648628766, 181.53808237025223], 'axes': [861.5216268662981, 3332.06565614067], 'angle': 86.9435133830433}, 'location': [2613.3467648628766, 181.53808237025223], 'diameter': 3332.06565614067, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.16670864019649, 0.2435913234572824], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.1758568,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.47853904138876324}, 'confidence': 0.20522851397608008, 'timestamp': 4635.908111, 'diameter_3d': 0.9570780827775265, 'ellipse': {'center': [2612.583943272576, 181.34281416804882], 'axes': [860.960557069673, 3332.7073246865857], 'angle': 86.95501350147114}, 'location': [2612.583943272576, 181.34281416804882], 'diameter': 3332.7073246865857, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.164324822726801, 0.24440494096646326], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.1839948,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.47854342981853926}, 'confidence': 0.20312242767100497, 'timestamp': 4635.916511, 'diameter_3d': 0.9570868596370785, 'ellipse': {'center': [2612.0132881887994, 181.19673703323167], 'axes': [860.5411211244403, 3333.186916832071], 'angle': 86.96360788788661}, 'location': [2612.0132881887994, 181.19673703323167], 'diameter': 3333.186916832071, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.162541525589997, 0.24501359569486802], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.190748,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.47853137390009187}, 'confidence': 0.25252453229965793, 'timestamp': 4635.924911, 'diameter_3d': 0.9570627478001837, 'ellipse': {'center': [2613.581643320574, 181.59820690625665], 'axes': [861.694474360815, 3331.8679491236217], 'angle': 86.9399697366253}, 'location': [2613.581643320574, 181.59820690625665], 'diameter': 3331.8679491236217, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.167442635376794, 0.24334080455726392], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.2031202,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.47855509589614137}, 'confidence': 0.22761494687802308, 'timestamp': 4635.933311, 'diameter_3d': 0.9571101917922827, 'ellipse': {'center': [2610.497586806121, 180.8087455450036], 'axes': [859.4282791338637, 3334.4589606212603], 'angle': 86.98639921714555}, 'location': [2610.497586806121, 180.8087455450036], 'diameter': 3334.4589606212603, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.157804958769129, 0.24663022689581837], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582011712.2121558,"{'circle_3d': {'center': [-0.060320604897676544, -0.3295313277654124, 0.34376914586494856], 'normal': [0.11658653000202285, -0.7382002736262127, -0.6644305359029432], 'radius': 0.4785301751659606}, 'confidence': 0.22185230741765183, 'timestamp': 4635.941711, 'diameter_3d': 0.9570603503319212, 'ellipse': {'center': [2613.737698207082, 181.63815406758624], 'axes': [861.8093388671634, 3331.736556710655], 'angle': 86.93761461651661}, 'location': [2613.737698207082, 181.63815406758624], 'diameter': 3331.736556710655, 'sphere': {'center': [-1.4593589649219507, 8.528871955749139, 8.316935576700267], 'radius': 12.0}, 'projected_sphere': {'center': [51.209622834353056, 755.7991550852477], 'axes': [1789.1205075203457, 1789.1205075203457], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 4634.320511, 'theta': 0.7403977925135601, 'phi': -1.3970962632611839, 'norm_pos': [8.16793030689713, 0.24317435805172394], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
