eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656496.123949,"{'circle_3d': {'center': [9.19894609374694e-08, -3.998217756873146e-09, 2.7135003275446934e-06], 'normal': [0.18281566241509659, -0.5065972053359586, -0.842578011297189], 'radius': 9.279752277980326e-08}, 'confidence': 0.8571644425392173, 'timestamp': 3026.064889, 'diameter_3d': 1.8559504555960652e-07, 'ellipse': {'center': [180.91381241308164, 119.3957656602528], 'axes': [35.431234893155946, 42.433340194675175], 'angle': -67.48180507793595}, 'location': [180.91381241308164, 119.3957656602528], 'diameter': 42.433340194675175, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715566494882142, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.0395628540865762, 'phi': -1.357136257790089, 'norm_pos': [0.5653556637908801, 0.50251764308228], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.333208,"{'circle_3d': {'center': [9.150920510236915e-08, -6.960109821818605e-09, 2.7151769526057024e-06], 'normal': [0.18281566237507524, -0.506597205582783, -0.8425780111574702], 'radius': 9.41896528095976e-08}, 'confidence': 1.0, 'timestamp': 3026.283287, 'diameter_3d': 1.883793056191952e-07, 'ellipse': {'center': [180.78809626274133, 118.7287170228364], 'axes': [35.91936066366382, 43.04276453730551], 'angle': -67.53781553717549}, 'location': [180.78809626274133, 118.7287170228364], 'diameter': 43.04276453730551, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715577705383003, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.0395628538002977, 'phi': -1.3571362578010908, 'norm_pos': [0.5649628008210666, 0.5052970124048484], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.342798,"{'circle_3d': {'center': [9.10080526494994e-08, -6.897121984650312e-09, 2.715030344546676e-06], 'normal': [0.18281566233331256, -0.506597205577534, -0.8425780111696876], 'radius': 9.380823145633068e-08}, 'confidence': 1.0, 'timestamp': 3026.291687, 'diameter_3d': 1.8761646291266136e-07, 'ellipse': {'center': [180.67560200995828, 118.74048262952594], 'axes': [35.77783755094717, 42.87051590468627], 'angle': -67.5508914392402}, 'location': [180.67560200995828, 118.74048262952594], 'diameter': 42.87051590468627, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715578337918916, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.039562853806386, 'phi': -1.3571362578514323, 'norm_pos': [0.5646112562811196, 0.5052479890436419], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.3495958,"{'circle_3d': {'center': [9.194286176850142e-08, -6.8262195895840705e-09, 2.7151905435118806e-06], 'normal': [0.18281566241121333, -0.5065972055716255, -0.8425780111563377], 'radius': 9.390345780739625e-08}, 'confidence': 0.9990341663360597, 'timestamp': 3026.300086, 'diameter_3d': 1.878069156147925e-07, 'ellipse': {'center': [180.88770392525862, 118.75737517717465], 'axes': [35.80960945949234, 42.911929601017235], 'angle': -67.52384148863445}, 'location': [180.88770392525862, 118.75737517717465], 'diameter': 42.911929601017235, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715578977289361, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.0395628538132389, 'phi': -1.3571362577598507, 'norm_pos': [0.5652740747664332, 0.505177603428439], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.357758,"{'circle_3d': {'center': [9.18748686018489e-08, -7.352467967791654e-09, 2.7154921955485634e-06], 'normal': [0.18281566240554722, -0.5065972056154795, -0.8425780111312], 'radius': 9.352612543993362e-08}, 'confidence': 0.9716368913650542, 'timestamp': 3026.308486, 'diameter_3d': 1.8705225087986723e-07, 'ellipse': {'center': [180.87072333086792, 118.63474834338619], 'axes': [35.65779645121699, 42.734560382194246], 'angle': -67.53331499346679}, 'location': [180.87072333086792, 118.63474834338619], 'diameter': 42.734560382194246, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715579348683499, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.039562853762375, 'phi': -1.357136257760091, 'norm_pos': [0.5652210104089622, 0.5056885485692242], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.369781,"{'circle_3d': {'center': [9.105593079539176e-08, -7.650105438017363e-09, 2.7154934638673467e-06], 'normal': [0.1828156623373024, -0.5065972056402827, -0.8425780111310943], 'radius': 9.36778304352849e-08}, 'confidence': 1.0, 'timestamp': 3026.316886, 'diameter_3d': 1.873556608705698e-07, 'ellipse': {'center': [180.68332500358832, 118.5677870212322], 'axes': [35.7159783615303, 42.80347932475739], 'angle': -67.5603555304025}, 'location': [180.68332500358832, 118.5677870212322], 'diameter': 42.80347932475739, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715579965366204, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.039562853733607, 'phi': -1.3571362578374186, 'norm_pos': [0.5646353906362135, 0.5059675540781992], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.3782241,"{'circle_3d': {'center': [9.138281509279977e-08, -7.618997877045786e-09, 2.7155456852057114e-06], 'normal': [0.18281566236454275, -0.5065972056376903, -0.8425780111267426], 'radius': 9.345424137574448e-08}, 'confidence': 0.9999999999999999, 'timestamp': 3026.325286, 'diameter_3d': 1.8690848275148895e-07, 'ellipse': {'center': [180.7580954335688, 118.57341354905914], 'axes': [35.62918248395878, 42.70060363923011], 'angle': -67.55082807653966}, 'location': [180.7580954335688, 118.57341354905914], 'diameter': 42.70060363923011, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715580470271988, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.0395628537366137, 'phi': -1.3571362578054722, 'norm_pos': [0.5648690482299025, 0.5059441102122536], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.384629,"{'circle_3d': {'center': [9.10190531833166e-08, -7.184937977910977e-09, 2.715205781100849e-06], 'normal': [0.18281566233422927, -0.5065972056015187, -0.8425780111550679], 'radius': 9.347283336310767e-08}, 'confidence': 1.0, 'timestamp': 3026.333686, 'diameter_3d': 1.8694566672621534e-07, 'ellipse': {'center': [180.67754818215286, 118.67254760241232], 'axes': [35.64526304102931, 42.71437603860673], 'angle': -67.55473261237937}, 'location': [180.67754818215286, 118.67254760241232], 'diameter': 42.71437603860673, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715581069964839, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.0395628537785673, 'phi': -1.3571362578467978, 'norm_pos': [0.5646173380692276, 0.5055310516566154], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.394409,"{'circle_3d': {'center': [9.121893151942118e-08, -6.728916090992243e-09, 2.7149749683985647e-06], 'normal': [0.18281566235088578, -0.5065972055635168, -0.8425780111743023], 'radius': 9.395568515209118e-08}, 'confidence': 0.9013854265213045, 'timestamp': 3026.342086, 'diameter_3d': 1.8791137030418236e-07, 'ellipse': {'center': [180.72385905946547, 118.77988173511743], 'axes': [35.83547565060354, 42.938923179444345], 'angle': -67.54259436534412}, 'location': [180.72385905946547, 118.77988173511743], 'diameter': 42.938923179444345, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715581208009081, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.0395628538226436, 'phi': -1.3571362578326485, 'norm_pos': [0.5647620595608296, 0.5050838261036774], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.403185,"{'circle_3d': {'center': [9.140604717572387e-08, -6.947735720075343e-09, 2.7151471311270825e-06], 'normal': [0.18281566236647875, -0.5065972055817518, -0.8425780111599553], 'radius': 9.353229751070492e-08}, 'confidence': 0.9713701605796843, 'timestamp': 3026.350486, 'diameter_3d': 1.8706459502140984e-07, 'ellipse': {'center': [180.7662576010751, 118.72710788867712], 'axes': [35.66932280449287, 42.74269038529798], 'angle': -67.54055148865075}, 'location': [180.7662576010751, 118.72710788867712], 'diameter': 42.74269038529798, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715581598930932, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.0395628538014938, 'phi': -1.3571362578114459, 'norm_pos': [0.5648945550033597, 0.5053037171305119], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.409657,"{'circle_3d': {'center': [9.117291233096125e-08, -6.870100044409355e-09, 2.715049870261055e-06], 'normal': [0.18281566234705085, -0.5065972055752822, -0.8425780111680605], 'radius': 9.375734429542606e-08}, 'confidence': 1.0, 'timestamp': 3026.358886, 'diameter_3d': 1.8751468859085212e-07, 'ellipse': {'center': [180.71322981743916, 118.74631988807766], 'axes': [35.757838986116184, 42.8470191469813], 'angle': -67.54591500393802}, 'location': [180.71322981743916, 118.74631988807766], 'diameter': 42.8470191469813, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715582233436602, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.0395628538089976, 'phi': -1.3571362578354602, 'norm_pos': [0.5647288431794973, 0.5052236671330097], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.417779,"{'circle_3d': {'center': [9.083496355088982e-08, -7.461976814227e-09, 2.7153324069217888e-06], 'normal': [0.18281566231888846, -0.5065972056246052, -0.8425780111445157], 'radius': 9.385439743558117e-08}, 'confidence': 0.9725040197372463, 'timestamp': 3026.367286, 'diameter_3d': 1.8770879487116235e-07, 'ellipse': {'center': [180.63367221762897, 118.61187862435074], 'axes': [35.787639134097134, 42.88667038159387], 'angle': -67.563802942355}, 'location': [180.63367221762897, 118.61187862435074], 'diameter': 42.88667038159387, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715582634866158, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.0395628537517903, 'phi': -1.357136257861591, 'norm_pos': [0.5644802256800905, 0.5057838390652052], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.426242,"{'circle_3d': {'center': [8.733201761756959e-08, -7.414341141043224e-09, 2.714543725801377e-06], 'normal': [0.1828156620269763, -0.5065972056206356, -0.8425780112102392], 'radius': 9.408398364864608e-08}, 'confidence': 1.0, 'timestamp': 3026.375686, 'diameter_3d': 1.8816796729729216e-07, 'ellipse': {'center': [179.83876432713438, 118.6239985357045], 'axes': [35.897310632111385, 43.00266114723081], 'angle': -67.66087651639054}, 'location': [179.83876432713438, 118.6239985357045], 'diameter': 43.00266114723081, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715583248833369, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.0395628537563946, 'phi': -1.3571362582086293, 'norm_pos': [0.5619961385222949, 0.5057333394345646], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.4331121,"{'circle_3d': {'center': [7.534132295816676e-08, -1.015602801857085e-08, 2.7135905149577866e-06], 'normal': [0.18281566102775176, -0.5065972058491095, -0.8425780112896735], 'radius': 9.577571766485988e-08}, 'confidence': 0.9999999999999998, 'timestamp': 3026.384086, 'diameter_3d': 1.9155143532971976e-07, 'ellipse': {'center': [177.1011625500569, 118.008511062807], 'axes': [36.573171221398454, 43.78648191095371], 'angle': -68.03659493643616}, 'location': [177.1011625500569, 118.008511062807], 'diameter': 43.78648191095371, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715583435816797, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.0395628534913999, 'phi': -1.3571362593607592, 'norm_pos': [0.5534411329689278, 0.5082978705716374], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.442542,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 3026.392486, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715583435816797, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.454376,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 3026.400885, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715583435816797, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.463066,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 3026.409285, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715583435816797, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.469949,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 3026.417685, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715583435816797, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.47773,"{'circle_3d': {'center': [5.397764635262092e-08, -1.1298428859163323e-08, 2.7096420627259477e-06], 'normal': [0.18281565924744536, -0.5065972059443096, -0.842578011618711], 'radius': 9.49194136224492e-08}, 'confidence': 0.9044103026390107, 'timestamp': 3026.426085, 'diameter_3d': 1.898388272448984e-07, 'ellipse': {'center': [172.23792374919873, 117.73872451957352], 'axes': [36.35719644468963, 43.451541933142785], 'angle': -68.66461950268226}, 'location': [172.23792374919873, 117.73872451957352], 'diameter': 43.451541933142785, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715583502183487, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.0395628533809824, 'phi': -1.35713626145961, 'norm_pos': [0.5382435117162461, 0.5094219811684437], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.485545,"{'circle_3d': {'center': [5.165071526036513e-08, -1.0711203479729647e-08, 2.708784119676011e-06], 'normal': [0.18281565905353442, -0.5065972058953742, -0.8425780116902064], 'radius': 9.261189064108773e-08}, 'confidence': 0.9673467874527002, 'timestamp': 3026.434485, 'diameter_3d': 1.8522378128217547e-07, 'ellipse': {'center': [171.7144099488085, 117.85698921805971], 'axes': [35.495633315443094, 42.40779081534453], 'angle': -68.72479118848901}, 'location': [171.7144099488085, 117.85698921805971], 'diameter': 42.40779081534453, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715582782432673, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.0395628534377397, 'phi': -1.357136261696986, 'norm_pos': [0.5366075310900266, 0.5089292115914179], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656496.4938428,"{'circle_3d': {'center': [5.18603857635469e-08, -1.0409470618810701e-08, 2.708648194627017e-06], 'normal': [0.182815659071007, -0.5065972058702297, -0.8425780117015335], 'radius': 9.201774460887008e-08}, 'confidence': 0.9686170816421534, 'timestamp': 3026.442885, 'diameter_3d': 1.8403548921774016e-07, 'ellipse': {'center': [171.76437907966425, 117.92203693030454], 'axes': [35.27123661152917, 42.13782695044577], 'angle': -68.71480227594817}, 'location': [171.76437907966425, 117.92203693030454], 'diameter': 42.13782695044577, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715582179795066, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.0395628534669037, 'phi': -1.357136261679967, 'norm_pos': [0.5367636846239507, 0.5086581794570644], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
