eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1581656496.123949,"{'circle_3d': {'center': [9.19894609374694e-08, -3.998217756873146e-09, 2.7135003275446934e-06], 'normal': [0.18281566241509659, -0.5065972053359586, -0.842578011297189], 'radius': 9.279752277980326e-08}, 'confidence': 0.8571644425392173, 'timestamp': 3026.064889, 'diameter_3d': 1.8559504555960652e-07, 'ellipse': {'center': [180.91381241308164, 119.3957656602528], 'axes': [35.431234893155946, 42.433340194675175], 'angle': -67.48180507793595}, 'location': [180.91381241308164, 119.3957656602528], 'diameter': 42.433340194675175, 'sphere': {'center': [-2.193787856991698, 6.079166460033286, 10.110938849066596], 'radius': 12.0}, 'projected_sphere': {'center': [25.477529669718393, 492.77282174133467], 'axes': [1471.6734244094125, 1471.6734244094125], 'angle': 90.0}, 'model_confidence': 0.7715566494882142, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 1.0395628540865762, 'phi': -1.357136257790089, 'norm_pos': [0.5653556637908801, 0.50251764308228], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.769692,"{'circle_3d': {'center': [2.0839086245339855, -0.40461359990893264, 72.55895867691913], 'normal': [-0.25838327458575755, 0.48194071911979136, -0.8372402442958887], 'radius': 1.8234969739807978}, 'confidence': 0.27594398406122644, 'timestamp': 3028.719264, 'diameter_3d': 3.6469939479615956, 'ellipse': {'center': [177.8946204935753, 116.38398246784496], 'axes': [26.403500488106776, 31.174177123032802], 'angle': -63.934095620493366}, 'location': [177.8946204935753, 116.38398246784496], 'diameter': 31.174177123032802, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.073664610879844, 'phi': -1.8701361611423721, 'norm_pos': [0.5559206890424229, 0.5150667397173126], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.77875,"{'circle_3d': {'center': [2.078411488889895, -0.40094232046356204, 72.56277136195945], 'normal': [-0.2588413692227653, 0.4822466590735727, -0.8369225205425298], 'radius': 1.8295764257090275}, 'confidence': 0.28609426600502547, 'timestamp': 3028.727663, 'diameter_3d': 3.659152851418055, 'ellipse': {'center': [177.8474104091375, 116.41445367430683], 'axes': [26.479353410639987, 31.276449518632074], 'angle': -63.89863708405885}, 'location': [177.8474104091375, 116.41445367430683], 'diameter': 31.276449518632074, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.074013809702184, 'phi': -1.8707427772324836, 'norm_pos': [0.5557731575285547, 0.5149397763570549], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.785344,"{'circle_3d': {'center': [2.0729315956983925, -0.39738800242030337, 72.5665170411231], 'normal': [-0.2592980269887237, 0.4825428522438439, -0.8366103806122245], 'radius': 1.823183113757395}, 'confidence': 0.2540290090802501, 'timestamp': 3028.736063, 'diameter_3d': 3.64636622751479, 'ellipse': {'center': [177.79916030615485, 116.4460959273667], 'axes': [26.37484254252373, 31.165489540664183], 'angle': -63.862894408375425}, 'location': [177.79916030615485, 116.4460959273667], 'diameter': 31.165489540664183, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0743519475430694, 'phi': -1.8713461719684987, 'norm_pos': [0.5556223759567339, 0.5148079336359721], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.7934442,"{'circle_3d': {'center': [2.067469420947295, -0.3939510250859328, 72.57019512003691], 'normal': [-0.25975320821798187, 0.48282926702170825, -0.8363038740360741], 'radius': 1.829266026986694}, 'confidence': 0.28627210431509653, 'timestamp': 3028.744463, 'diameter_3d': 3.658532053973388, 'ellipse': {'center': [177.75229332512072, 116.4745555087422], 'axes': [26.45111075687566, 31.26786808343211], 'angle': -63.826907648465735}, 'location': [177.75229332512072, 116.4745555087422], 'diameter': 31.26786808343211, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.074678982165399, 'phi': -1.8719462729296332, 'norm_pos': [0.5554759166410023, 0.5146893520469076], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.806249,"{'circle_3d': {'center': [2.062024787222448, -0.3906313257317029, 72.57380546627263], 'normal': [-0.26020692769505244, 0.4831059086345608, -0.8360030118497643], 'radius': 1.8206652652550717}, 'confidence': 0.24342828984516698, 'timestamp': 3028.752863, 'diameter_3d': 3.6413305305101433, 'ellipse': {'center': [177.7041715820687, 116.50456859058511], 'axes': [26.315211315695922, 31.11924014195597], 'angle': -63.79063196869027}, 'location': [177.7041715820687, 116.50456859058511], 'diameter': 31.11924014195597, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.074994913569153, 'phi': -1.872543080115855, 'norm_pos': [0.5553255361939647, 0.5145642975392287], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.8148859,"{'circle_3d': {'center': [2.0565975192921155, -0.3874288436992481, 72.57734795138074], 'normal': [-0.2606592000225801, 0.48337278213726526, -0.8357078047574213], 'radius': 1.8220319908466995}, 'confidence': 0.28753404770439994, 'timestamp': 3028.761263, 'diameter_3d': 3.644063981693399, 'ellipse': {'center': [177.65718686744796, 116.53183949199341], 'axes': [26.323701288340597, 31.141046620641987], 'angle': -63.75410243468716}, 'location': [177.65718686744796, 116.53183949199341], 'diameter': 31.141046620641987, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.075299741754316, 'phi': -1.873136593527132, 'norm_pos': [0.5551787089607749, 0.5144506687833608], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.821429,"{'circle_3d': {'center': [2.0511874441198827, -0.3843435204062482, 72.58082245087948], 'normal': [-0.26111003962026624, 0.483629892411682, -0.8354182631325269], 'radius': 1.8331016852422455}, 'confidence': 0.296852103071371, 'timestamp': 3028.769663, 'diameter_3d': 3.666203370484491, 'ellipse': {'center': [177.61131735910033, 116.55641095098252], 'axes': [26.47257563766296, 31.328740774003762], 'angle': -63.71731558005236}, 'location': [177.61131735910033, 116.55641095098252], 'diameter': 31.328740774003762, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0755934667209215, 'phi': -1.8737268131635283, 'norm_pos': [0.5550353667471886, 0.5143482877042395], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.8299022,"{'circle_3d': {'center': [2.0457943908800047, -0.3813752993534312, 72.58422884424229], 'normal': [-0.2615594607235895, 0.48387724416608363, -0.8351343970189598], 'radius': 1.8264732600100333}, 'confidence': 0.2538445040716585, 'timestamp': 3028.778063, 'diameter_3d': 3.6529465200200666, 'ellipse': {'center': [177.563887525212, 116.5830690637901], 'axes': [26.365963491397743, 31.21393154353948], 'angle': -63.68022671137961}, 'location': [177.563887525212, 116.5830690637901], 'diameter': 31.21393154353948, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0758760884689518, 'phi': -1.874313739025012, 'norm_pos': [0.5548871485162875, 0.5142372122342078], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.8375401,"{'circle_3d': {'center': [2.040418190969959, -0.3785241261297072, 72.58756701488727], 'normal': [-0.2620074773827599, 0.48411484193472715, -0.8348562161318778], 'radius': 1.8382874121665485}, 'confidence': 0.2632318026301563, 'timestamp': 3028.786463, 'diameter_3d': 3.676574824333097, 'ellipse': {'center': [177.51842810674378, 116.60549728889285], 'axes': [26.525875945542083, 31.414387040889558], 'angle': -63.642887931876146}, 'location': [177.51842810674378, 116.60549728889285], 'diameter': 31.414387040889558, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0761476069983935, 'phi': -1.8748973711115515, 'norm_pos': [0.5547450878335743, 0.5141437612962798], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.8453388,"{'circle_3d': {'center': [2.0350586780228355, -0.3757899484172844, 72.59083685016668], 'normal': [-0.26245410346168685, 0.48434269007742903, -0.8345837298585935], 'radius': 1.8213095210368901}, 'confidence': 0.2657390348800285, 'timestamp': 3028.794863, 'diameter_3d': 3.6426190420737803, 'ellipse': {'center': [177.4703109695392, 116.63195825933447], 'axes': [26.270423361368653, 31.12275558095265], 'angle': -63.605224755717714}, 'location': [177.4703109695392, 116.63195825933447], 'diameter': 31.12275558095265, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.076408022309275, 'phi': -1.8754777094232093, 'norm_pos': [0.5545947217798101, 0.5140335072527731], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.852671,"{'circle_3d': {'center': [2.0297156879224407, -0.3731727159979732, 72.59403824135485], 'normal': [-0.26289935263671976, 0.4845607927790383, -0.8343169472595793], 'radius': 1.8118311836267733}, 'confidence': 0.23378381455168312, 'timestamp': 3028.803263, 'diameter_3d': 3.6236623672535466, 'ellipse': {'center': [177.4230942984125, 116.65609424362535], 'axes': [26.12356042911152, 30.959352766683825], 'angle': -63.567289366367284}, 'location': [177.4230942984125, 116.65609424362535], 'diameter': 30.959352766683825, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.076657334401569, 'phi': -1.8760547539599235, 'norm_pos': [0.554447169682539, 0.513932940651561], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.8614862,"{'circle_3d': {'center': [1.924462026295326, -0.3706723807570951, 72.62927217491854], 'normal': [-0.27167049110564595, 0.4847691540491114, -0.8313807861292718], 'radius': 1.8008287071640607}, 'confidence': 0.23570564795552437, 'timestamp': 3028.811663, 'diameter_3d': 3.6016574143281215, 'ellipse': {'center': [176.51740223649935, 116.68150398541177], 'axes': [25.85776760102402, 30.75537254822457], 'angle': -62.61778100064398}, 'location': [176.51740223649935, 116.68150398541177], 'diameter': 30.75537254822457, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.076895543275303, 'phi': -1.886628504721756, 'norm_pos': [0.5516168819890604, 0.5138270667274509], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.8694668,"{'circle_3d': {'center': [1.9261051294026603, -0.3682888966893527, 72.63012549806275], 'normal': [-0.27153356584670146, 0.48496777772142335, -0.8313096758672542], 'radius': 1.8001727599443438}, 'confidence': 0.2582620639874584, 'timestamp': 3028.820063, 'diameter_3d': 3.6003455198886876, 'ellipse': {'center': [176.53112142026765, 116.70195739389165], 'axes': [25.845450672751117, 30.74383529868153], 'angle': -62.64322403996211}, 'location': [176.53112142026765, 116.70195739389165], 'diameter': 30.74383529868153, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0771226489304615, 'phi': -1.8865049354262204, 'norm_pos': [0.5516597544383364, 0.5137418441921182], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.877934,"{'circle_3d': {'center': [2.019389491338069, -0.3660222199029812, 72.60145564575559], 'normal': [-0.2637598690187507, 0.48515666745362096, -0.8336988302261843], 'radius': 1.831838335823598}, 'confidence': 0.2753980719475127, 'timestamp': 3028.828463, 'diameter_3d': 3.663676671647196, 'ellipse': {'center': [177.33528934155817, 116.71396602639739], 'axes': [26.3883320141777, 31.298024993738125], 'angle': -63.50327105437667}, 'location': [177.33528934155817, 116.71396602639739], 'diameter': 31.298024993738125, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0773386513670333, 'phi': -1.8772057965826503, 'norm_pos': [0.5541727791923693, 0.5136918082233441], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.8892028,"{'circle_3d': {'center': [2.005826188251577, -0.3638725576177064, 72.60700863487483], 'normal': [-0.26489014427595825, 0.48533580597739356, -0.8332360811329139], 'radius': 1.8385336599309356}, 'confidence': 0.2744862122621394, 'timestamp': 3028.836862, 'diameter_3d': 3.6770673198618713, 'ellipse': {'center': [177.21910980561842, 116.7314438854959], 'axes': [26.467376183863657, 31.40991172389255], 'angle': -63.388196988557866}, 'location': [177.21910980561842, 116.7314438854959], 'diameter': 31.40991172389255, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.077543526853108, 'phi': -1.878597966522205, 'norm_pos': [0.5538097181425575, 0.5136189838104337], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.8966248,"{'circle_3d': {'center': [2.0005513480060824, -0.361839358300621, 72.60987182194782], 'normal': [-0.26532971429641633, 0.4855052392538178, -0.8329974822101656], 'radius': 1.8281465145637676}, 'confidence': 0.3092253779630898, 'timestamp': 3028.845262, 'diameter_3d': 3.6562930291275353, 'ellipse': {'center': [177.1724742711536, 116.75075162667358], 'axes': [26.3087110040934, 31.231147689185708], 'angle': -63.348714823618565}, 'location': [177.1724742711536, 116.75075162667358], 'diameter': 31.231147689185708, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0777373241743446, 'phi': -1.8791598277491897, 'norm_pos': [0.553663982097355, 0.5135385348888601], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.905191,"{'circle_3d': {'center': [1.9952920824635636, -0.3599228473178089, 72.6126660037362], 'normal': [-0.26576798642495947, 0.48566494850238523, -0.8327646337278006], 'radius': 1.8344244711509035}, 'confidence': 0.286203297525748, 'timestamp': 3028.853662, 'diameter_3d': 3.668848942301807, 'ellipse': {'center': [177.1276399554277, 116.76614334287062], 'axes': [26.39021364108552, 31.337170137338113], 'angle': -63.308955210123464}, 'location': [177.1276399554277, 116.76614334287062], 'diameter': 31.337170137338113, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0779200182770174, 'phi': -1.8797183952102638, 'norm_pos': [0.5535238748607115, 0.5134744027380391], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.913433,"{'circle_3d': {'center': [1.9900482433179865, -0.35812298927352515, 72.615391098665], 'normal': [-0.2662049730204243, 0.4858149366727423, -0.8325375424837336], 'radius': 1.826170209368722}, 'confidence': 0.32072291863480695, 'timestamp': 3028.862062, 'diameter_3d': 3.652340418737444, 'ellipse': {'center': [177.08151892661485, 116.78307752719688], 'axes': [26.262809454063532, 31.194923524477872], 'angle': -63.268869430713835}, 'location': [177.08151892661485, 116.78307752719688], 'diameter': 31.194923524477872, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.078091609161115, 'phi': -1.8802736689053978, 'norm_pos': [0.5533797466456714, 0.5134038436366797], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.9214132,"{'circle_3d': {'center': [1.984819684612067, -0.35643975090545155, 72.61804702900177], 'normal': [-0.26664068624591764, 0.48595520653674856, -0.8323162149556695], 'radius': 1.8237554831115284}, 'confidence': 0.28797174046421303, 'timestamp': 3028.870462, 'diameter_3d': 3.6475109662230567, 'ellipse': {'center': [177.03612591502673, 116.79799149273293], 'axes': [26.2196956385036, 31.152484848007045], 'angle': -63.22848423233428}, 'location': [177.03612591502673, 116.79799149273293], 'diameter': 31.152484848007045, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0782520968266285, 'phi': -1.8808256488345612, 'norm_pos': [0.5532378934844585, 0.5133417021136129], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.930542,"{'circle_3d': {'center': [1.9796062627480024, -0.3548731010877644, 72.62063372084774], 'normal': [-0.2670751380679229, 0.48608576068822223, -0.8321006573018388], 'radius': 1.8249431761523447}, 'confidence': 0.30996995474295, 'timestamp': 3028.878862, 'diameter_3d': 3.6498863523046894, 'ellipse': {'center': [176.9912377521651, 116.81127996828485], 'axes': [26.22862576227664, 31.17162314571121], 'angle': -63.18779321367988}, 'location': [176.9912377521651, 116.81127996828485], 'diameter': 31.17162314571121, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.078401481273578, 'phi': -1.8813743349978147, 'norm_pos': [0.5530976179755159, 0.5132863334654798], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.938168,"{'circle_3d': {'center': [1.9744078365006321, -0.35342301083491723, 72.62315110412781], 'normal': [-0.2675083402552038, 0.4862066015426263, -0.8318908753618325], 'radius': 1.8234677742484124}, 'confidence': 0.310267971463552, 'timestamp': 3028.887262, 'diameter_3d': 3.646935548496825, 'ellipse': {'center': [176.946233525948, 116.82403503933394], 'axes': [26.19949464993816, 31.145294273682676], 'angle': -63.14678428470437}, 'location': [176.946233525948, 116.82403503933394], 'diameter': 31.145294273682676, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0785397625019515, 'phi': -1.8819197273951276, 'norm_pos': [0.5529569797685875, 0.5132331873361087], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.947674,"{'circle_3d': {'center': [1.9692242670278306, -0.35208945330410923, 72.6255991125822], 'normal': [-0.2679403043779371, 0.48631773133686, -0.8316868746573004], 'radius': 1.8095767200280017}, 'confidence': 0.290361079536576, 'timestamp': 3028.895662, 'diameter_3d': 3.6191534400560035, 'ellipse': {'center': [176.900149428013, 116.8379453046172], 'axes': [25.992199964552224, 30.906900869040363], 'angle': -63.10544060716232}, 'location': [176.900149428013, 116.8379453046172], 'diameter': 30.906900869040363, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0786669405117433, 'phi': -1.882461826026471, 'norm_pos': [0.5528129669625407, 0.5131752278974284], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.954031,"{'circle_3d': {'center': [1.964055417880811, -0.3508724037978359, 72.62797768375803], 'normal': [-0.2683710418068555, 0.4864191521290497, -0.8314886603926475], 'radius': 1.8199441044859828}, 'confidence': 0.31095934266304226, 'timestamp': 3028.904062, 'diameter_3d': 3.6398882089719655, 'ellipse': {'center': [176.85660493366964, 116.84665340398527], 'axes': [26.133722544491476, 31.082944454946055], 'angle': -63.06381111600499}, 'location': [176.85660493366964, 116.84665340398527], 'diameter': 31.082944454946055, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.078783015302968, 'phi': -1.8830006308919034, 'norm_pos': [0.5526768904177176, 0.5131389441500613], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.9613981,"{'circle_3d': {'center': [1.9589011550170072, -0.3497718397668468, 72.63028675899993], 'normal': [-0.26880056371217254, 0.48651086579829883, -0.8312962374558228], 'radius': 1.7998239710569168}, 'confidence': 0.28078591775322975, 'timestamp': 3028.912462, 'diameter_3d': 3.5996479421138337, 'ellipse': {'center': [176.8101962416959, 116.8596374677257], 'axes': [25.837553010680942, 30.738224850782903], 'angle': -63.021815371057635}, 'location': [176.8101962416959, 116.8596374677257], 'diameter': 30.738224850782903, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0788879868756123, 'phi': -1.883536141991367, 'norm_pos': [0.5525318632552997, 0.5130848438844762], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.973495,"{'circle_3d': {'center': [1.953761346808665, -0.3487877408118676, 72.63252628344266], 'normal': [-0.26922888106286774, 0.4865928740445471, -0.8311096104189288], 'radius': 1.8097833021168588}, 'confidence': 0.2904490609239783, 'timestamp': 3028.920862, 'diameter_3d': 3.6195666042337176, 'ellipse': {'center': [176.76689328210216, 116.86643354449544], 'axes': [25.973624640249618, 30.907350307186746], 'angle': -62.97953535428846}, 'location': [176.76689328210216, 116.86643354449544], 'diameter': 30.907350307186746, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0789818552296877, 'phi': -1.8840683593249186, 'norm_pos': [0.5523965415065692, 0.5130565268979357], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581656498.981971,"{'circle_3d': {'center': [1.948635864055404, -0.3479200886860596, 72.63469620600212], 'normal': [-0.26965600462563943, 0.4866651783883644, -0.8309287835389737], 'radius': 1.7968653792350977}, 'confidence': 0.2700700347390073, 'timestamp': 3028.929262, 'diameter_3d': 3.5937307584701954, 'ellipse': {'center': [176.72147903697137, 116.8761726412211], 'axes': [25.78147797178274, 30.68573599166927], 'angle': -62.936893916072115}, 'location': [176.72147903697137, 116.8761726412211], 'diameter': 30.68573599166927, 'sphere': {'center': [5.184507919563077, -6.187902229346432, 82.6058416084698], 'radius': 12.0}, 'projected_sphere': {'center': [198.91244066448112, 73.55656080136805], 'axes': [180.1325391795816, 180.1325391795816], 'angle': 90.0}, 'model_confidence': 0.7715551377984631, 'model_id': 1, 'model_birth_timestamp': 3018.882957, 'theta': 2.0790646203651884, 'phi': -1.8845972828925304, 'norm_pos': [0.5522546219905355, 0.5130159473282454], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
