eye_packets,773
norm_X,norm_Y,phi,theta,confidence,timestamp
1596175508.955311,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011948903510087659}, 'confidence': 0.0007900747469183599, 'timestamp': 50897.44665, 'diameter_3d': 0.00023897807020175317, 'ellipse': {'center': [-2090.2642307437313, 4066.529608842827], 'axes': [3150.816930635345, 9022.823772008316], 'angle': 29.69127409916965}, 'location': [-2090.2642307437313, 4066.529608842827], 'diameter': 9022.823772008316, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.53207572107416, -15.943873370178448], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.7673652,"{'circle_3d': {'center': [1.441947817149014e-06, 8.080444232838602e-06, 7.567334050406771e-05], 'normal': [0.34373739408888226, -0.6084512185762067, -0.7152843619974601], 'radius': 2.688010126912891e-06}, 'confidence': 0.9999999998357092, 'timestamp': 50901.260221, 'diameter_3d': 5.376020253825782e-06, 'ellipse': {'center': [171.62886117494423, 186.58546304112485], 'axes': [34.00191005084835, 44.18685998448059], 'angle': -55.28430884764816}, 'location': [171.62886117494423, 186.58546304112485], 'diameter': 44.18685998448059, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888103589281, 'phi': -1.1228209271460612, 'norm_pos': [0.5363401911717007, 0.22256057066197976], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.775247,"{'circle_3d': {'center': [1.466524068405306e-06, 8.096341644225902e-06, 7.56716278669245e-05], 'normal': [0.3437373961369032, -0.6084512172514224, -0.71528436214018], 'radius': 2.7098328841658636e-06}, 'confidence': 0.9999999998357048, 'timestamp': 50901.268621, 'diameter_3d': 5.419665768331727e-06, 'ellipse': {'center': [171.8275860533563, 186.72353713004622], 'axes': [34.278747533617015, 44.54826349276616], 'angle': -55.25525368148968}, 'location': [171.8275860533563, 186.72353713004622], 'diameter': 44.54826349276616, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888120282816, 'phi': -1.122820924897906, 'norm_pos': [0.5369612064167384, 0.22198526195814072], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.7828789,"{'circle_3d': {'center': [1.492712912387617e-06, 8.117063763357635e-06, 7.566658607771615e-05], 'normal': [0.34373739831930683, -0.6084512155245791, -0.715284362560329], 'radius': 2.682383843616407e-06}, 'confidence': 0.999999999835727, 'timestamp': 50901.277021, 'diameter_3d': 5.364767687232814e-06, 'ellipse': {'center': [172.04687489528686, 186.89008684194198], 'axes': [33.934361763672264, 44.10131170740912], 'angle': -55.22170323867171}, 'location': [172.04687489528686, 186.89008684194198], 'diameter': 44.10131170740912, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888142042671, 'phi': -1.1228209226485455, 'norm_pos': [0.5376464840477715, 0.22129130482524173], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.795191,"{'circle_3d': {'center': [1.5117415648191468e-06, 8.126733415103615e-06, 7.566750507947972e-05], 'normal': [0.3437373999050279, -0.6084512147187748, -0.7152843624837456], 'radius': 2.72184463800538e-06}, 'confidence': 0.9999999998357025, 'timestamp': 50901.285421, 'diameter_3d': 5.44368927601076e-06, 'ellipse': {'center': [172.1972830872203, 186.97982413068434], 'axes': [34.43255478630034, 44.75100402300623], 'angle': -55.20110852648009}, 'location': [172.1972830872203, 186.97982413068434], 'diameter': 44.75100402300623, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888152196567, 'phi': -1.1228209208057545, 'norm_pos': [0.5381165096475635, 0.22091739945548194], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.802551,"{'circle_3d': {'center': [1.5097061147884006e-06, 8.154647871627674e-06, 7.564278170235639e-05], 'normal': [0.343737399735407, -0.6084512123925702, -0.715284364544027], 'radius': 2.709913037938486e-06}, 'confidence': 0.9999999998359312, 'timestamp': 50901.29382, 'diameter_3d': 5.419826075876972e-06, 'ellipse': {'center': [172.18617652709517, 187.22737099422162], 'axes': [34.30323607856121, 44.57008038285779], 'angle': -55.18111055590057}, 'location': [172.18617652709517, 187.22737099422162], 'diameter': 44.57008038285779, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888181508944, 'phi': -1.1228209221229026, 'norm_pos': [0.5380818016471725, 0.2198859541907433], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.8153431,"{'circle_3d': {'center': [1.5340569667898762e-06, 8.15485094740609e-06, 7.565431101497211e-05], 'normal': [0.3437374017646447, -0.6084512123756471, -0.715284363583251], 'radius': 2.7087761454375632e-06}, 'confidence': 0.9999999998358047, 'timestamp': 50901.30222, 'diameter_3d': 5.4175522908751264e-06, 'ellipse': {'center': [172.3841890968156, 187.218399568135], 'axes': [34.27763582048581, 44.54553070808549], 'angle': -55.164420619244716}, 'location': [172.3841890968156, 187.218399568135], 'diameter': 44.54553070808549, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.916688818172219, 'phi': -1.1228209192937932, 'norm_pos': [0.5387005909275487, 0.21992333513277085], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.8200698,"{'circle_3d': {'center': [1.5327796125674809e-06, 8.161640540294002e-06, 7.564792165304368e-05], 'normal': [0.3437374016581985, -0.6084512118098477, -0.7152843641156977], 'radius': 2.722785747773232e-06}, 'confidence': 0.9999999998358624, 'timestamp': 50901.31062, 'diameter_3d': 5.445571495546464e-06, 'ellipse': {'center': [172.37279642908388, 187.28382220580033], 'axes': [34.46083550424217, 44.78001569397555], 'angle': -55.15997535865741}, 'location': [172.37279642908388, 187.28382220580033], 'diameter': 44.78001569397555, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888188851797, 'phi': -1.1228209197052992, 'norm_pos': [0.5386649888408871, 0.21965074080916525], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.827196,"{'circle_3d': {'center': [1.5262933894533148e-06, 8.179411061348674e-06, 7.562968827201644e-05], 'normal': [0.3437374011176799, -0.608451210328971, -0.7152843656351462], 'radius': 2.721294499044654e-06}, 'confidence': 0.9999999998360378, 'timestamp': 50901.31902, 'diameter_3d': 5.442588998089308e-06, 'ellipse': {'center': [172.32273674685618, 187.44549052480744], 'axes': [34.45831604763262, 44.76658476641861], 'angle': -55.15069037575726}, 'location': [172.32273674685618, 187.44549052480744], 'diameter': 44.76658476641861, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888207512244, 'phi': -1.1228209211485103, 'norm_pos': [0.5385085523339256, 0.21897712281330228], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.835434,"{'circle_3d': {'center': [1.51400847236971e-06, 8.176600014841995e-06, 7.562617582124176e-05], 'normal': [0.34373740009393683, -0.6084512105632248, -0.7152843659278504], 'radius': 2.6881243237395754e-06}, 'confidence': 0.9999999998360778, 'timestamp': 50901.32742, 'diameter_3d': 5.376248647479151e-06, 'ellipse': {'center': [172.2271204813243, 187.4160786861263], 'axes': [34.04138029395819, 44.22206594498312], 'angle': -55.16140578421003}, 'location': [172.2271204813243, 187.4160786861263], 'diameter': 44.22206594498312, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888204560423, 'phi': -1.1228209224709902, 'norm_pos': [0.5382097515041384, 0.21909967214114046], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.842536,"{'circle_3d': {'center': [1.5142407248092127e-06, 8.190493423043677e-06, 7.561446911097391e-05], 'normal': [0.34373740011329124, -0.6084512094054408, -0.7152843669034096], 'radius': 2.7115219340856845e-06}, 'confidence': 0.9999999998361844, 'timestamp': 50901.33582, 'diameter_3d': 5.423043868171369e-06, 'ellipse': {'center': [172.2276530700769, 187.54726651324927], 'axes': [34.3483389280096, 44.614584178107236], 'angle': -55.15038610892487}, 'location': [172.2276530700769, 187.54726651324927], 'diameter': 44.614584178107236, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888219149595, 'phi': -1.1228209229814679, 'norm_pos': [0.5382114158439903, 0.2185530561947947], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.85113,"{'circle_3d': {'center': [1.473999195589215e-06, 8.184138185818313e-06, 7.560053665578437e-05], 'normal': [0.34373739675983045, -0.608451209935044, -0.7152843680644475], 'radius': 2.7291595310039856e-06}, 'confidence': 0.9999999998363487, 'timestamp': 50901.34422, 'diameter_3d': 5.458319062007971e-06, 'ellipse': {'center': [171.89718153877914, 187.51272960943976], 'axes': [34.58617166849884, 44.911471170676705], 'angle': -55.18258692236765}, 'location': [171.89718153877914, 187.51272960943976], 'diameter': 44.911471170676705, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888212476096, 'phi': -1.122820927423874, 'norm_pos': [0.5371786923086848, 0.21869695996066763], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.859125,"{'circle_3d': {'center': [1.4709505800070133e-06, 8.18440865391068e-06, 7.559884154062502e-05], 'normal': [0.3437373965057791, -0.6084512099125049, -0.7152843682057072], 'radius': 2.73175734518639e-06}, 'confidence': 0.9999999998363664, 'timestamp': 50901.35262, 'diameter_3d': 5.46351469037278e-06, 'ellipse': {'center': [171.8720617749811, 187.5172249207149], 'axes': [34.62077395725599, 44.95514655134734], 'angle': -55.18444201246103}, 'location': [171.8720617749811, 187.5172249207149], 'diameter': 44.95514655134734, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.916688821276011, 'phi': -1.1228209277895138, 'norm_pos': [0.5371001930468159, 0.2186782294970212], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.866977,"{'circle_3d': {'center': [1.4716637632972152e-06, 8.203466783207602e-06, 7.558297261667235e-05], 'normal': [0.3437373965652111, -0.6084512083243275, -0.7152843695281175], 'radius': 2.7168808602628083e-06}, 'confidence': 0.999999999836513, 'timestamp': 50901.36102, 'diameter_3d': 5.4337617205256166e-06, 'ellipse': {'center': [171.88245152076547, 187.68362406447224], 'axes': [34.44598177311645, 44.72020103284299], 'angle': -55.16932886840381}, 'location': [171.88245152076547, 187.68362406447224], 'diameter': 44.72020103284299, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888232772644, 'phi': -1.1228209284437842, 'norm_pos': [0.5371326610023921, 0.2179848997313657], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.878934,"{'circle_3d': {'center': [1.4260509715313674e-06, 8.220407568870769e-06, 7.554664235875919e-05], 'normal': [0.3437373927641451, -0.6084512069125954, -0.7152843725556389], 'radius': 2.6992413581749303e-06}, 'confidence': 0.9999999998368816, 'timestamp': 50901.36942, 'diameter_3d': 5.398482716349861e-06, 'ellipse': {'center': [171.51596339640463, 187.85042557153983], 'axes': [34.25595712840705, 44.44981227880914], 'angle': -55.18751263179983}, 'location': [171.51596339640463, 187.85042557153983], 'diameter': 44.44981227880914, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888250561804, 'phi': -1.122820934413286, 'norm_pos': [0.5359873856137645, 0.2172898934519174], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.8870988,"{'circle_3d': {'center': [1.4200966544919424e-06, 8.238150347672502e-06, 7.552868819082903e-05], 'normal': [0.343737392267952, -0.6084512054340304, -0.7152843740518195], 'radius': 2.716231003276432e-06}, 'confidence': 0.9999999998370503, 'timestamp': 50901.37782, 'diameter_3d': 5.432462006552864e-06, 'ellipse': {'center': [171.46737991027794, 188.01728529409206], 'axes': [34.487987799806405, 44.74073870483563], 'angle': -55.177747021418796}, 'location': [171.46737991027794, 188.01728529409206], 'diameter': 44.74073870483563, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888269193119, 'phi': -1.1228209357934547, 'norm_pos': [0.5358355622196186, 0.21659464460794975], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.8948312,"{'circle_3d': {'center': [1.4062591562336024e-06, 8.250521553954115e-06, 7.551151496443254e-05], 'normal': [0.34373739111482715, -0.6084512044030966, -0.7152843754829218], 'radius': 2.6904126730813133e-06}, 'confidence': 0.9999999998372213, 'timestamp': 50901.38622, 'diameter_3d': 5.3808253461626266e-06, 'ellipse': {'center': [171.3598576861223, 188.12706823054353], 'axes': [34.175428710462654, 44.32513847799698], 'angle': -55.1777968501376}, 'location': [171.3598576861223, 188.12706823054353], 'diameter': 44.32513847799698, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888282183859, 'phi': -1.1228209378842176, 'norm_pos': [0.5354995552691322, 0.2161372157060686], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.903113,"{'circle_3d': {'center': [1.3888590917332522e-06, 8.249528616666169e-06, 7.550399781663941e-05], 'normal': [0.34373738966482176, -0.6084512044858413, -0.7152843761093508], 'radius': 2.709485091952865e-06}, 'confidence': 0.9999999998373035, 'timestamp': 50901.39462, 'diameter_3d': 5.41897018390573e-06, 'ellipse': {'center': [171.21534515903073, 188.1312141207983], 'axes': [34.42540578599458, 44.64329853914903], 'angle': -55.190398808890315}, 'location': [171.21534515903073, 188.1312141207983], 'diameter': 44.64329853914903, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888281141197, 'phi': -1.122820939872974, 'norm_pos': [0.535047953621971, 0.21611994116334043], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.910917,"{'circle_3d': {'center': [1.3822965927445807e-06, 8.257998001859335e-06, 7.549363972181311e-05], 'normal': [0.3437373891179468, -0.6084512037800592, -0.7152843769725254], 'radius': 2.7244395831172305e-06}, 'confidence': 0.9999999998374012, 'timestamp': 50901.40302, 'diameter_3d': 5.448879166234461e-06, 'ellipse': {'center': [171.1608326417725, 188.2145461527699], 'axes': [34.62514564269832, 44.89603294037656], 'angle': -55.18824500256528}, 'location': [171.1608326417725, 188.2145461527699], 'diameter': 44.89603294037656, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888290034718, 'phi': -1.1228209409652106, 'norm_pos': [0.534877602005539, 0.21577272436345873], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.9196339,"{'circle_3d': {'center': [1.3821706392747046e-06, 8.237761734086746e-06, 7.551079301926222e-05], 'normal': [0.3437373891074507, -0.608451205466415, -0.7152843755430839], 'radius': 2.717604416773818e-06}, 'confidence': 0.999999999837248, 'timestamp': 50901.41142, 'diameter_3d': 5.435208833547636e-06, 'ellipse': {'center': [171.158263896868, 188.03071183505807], 'axes': [34.52296559976809, 44.77249851387542], 'angle': -55.204069814421054}, 'location': [171.158263896868, 188.03071183505807], 'diameter': 44.77249851387542, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888268785043, 'phi': -1.1228209401969433, 'norm_pos': [0.5348695746777125, 0.216538700687258], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.928469,"{'circle_3d': {'center': [1.3747281419895785e-06, 8.240734993059107e-06, 7.550468727046677e-05], 'normal': [0.3437373884872426, -0.6084512052186434, -0.7152843760518963], 'radius': 2.7151361173909867e-06}, 'confidence': 0.9999999998373079, 'timestamp': 50901.41982, 'diameter_3d': 5.430272234781973e-06, 'ellipse': {'center': [171.0983453263062, 188.05996522086608], 'axes': [34.49730329476689, 44.73523120720833], 'angle': -55.20689788251482}, 'location': [171.0983453263062, 188.05996522086608], 'diameter': 44.73523120720833, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888271907199, 'phi': -1.1228209411790577, 'norm_pos': [0.5346823291447069, 0.2164168115797247], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.935201,"{'circle_3d': {'center': [1.3562382878973267e-06, 8.241867182512408e-06, 7.549483868807272e-05], 'normal': [0.3437373869464215, -0.6084512051242942, -0.7152843768726115], 'radius': 2.7241677349687136e-06}, 'confidence': 0.9999999998374145, 'timestamp': 50901.428219, 'diameter_3d': 5.448335469937427e-06, 'ellipse': {'center': [170.94655701959147, 188.0808186574764], 'axes': [34.62176490251617, 44.88930824643196], 'angle': -55.21869272090918}, 'location': [170.94655701959147, 188.0808186574764], 'diameter': 44.88930824643196, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888273096088, 'phi': -1.122820943377, 'norm_pos': [0.5342079906862234, 0.21632992226051495], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.943582,"{'circle_3d': {'center': [1.3287595317379441e-06, 8.234982055377316e-06, 7.548749026398127e-05], 'normal': [0.3437373846565251, -0.6084512056980548, -0.7152843774849802], 'radius': 2.713003728071422e-06}, 'confidence': 0.9999999998375078, 'timestamp': 50901.436619, 'diameter_3d': 5.426007456142844e-06, 'ellipse': {'center': [170.72333929865067, 188.02767295789357], 'axes': [34.48740666444889, 44.70830281405863], 'angle': -55.243043254884356}, 'location': [170.72333929865067, 188.02767295789357], 'diameter': 44.70830281405863, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888265866163, 'phi': -1.1228209463119936, 'norm_pos': [0.5335104353082833, 0.2165513626754435], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.951259,"{'circle_3d': {'center': [1.3495097448412707e-06, 8.243894989767853e-06, 7.54898802775017e-05], 'normal': [0.34373738638570955, -0.6084512049553102, -0.7152843772858124], 'radius': 2.7147955419825354e-06}, 'confidence': 0.9999999998374678, 'timestamp': 50901.445019, 'diameter_3d': 5.429591083965071e-06, 'ellipse': {'center': [170.89328387694422, 188.09927135196065], 'axes': [34.507190547218975, 44.73751536998468], 'angle': -55.22181380364005}, 'location': [170.89328387694422, 188.09927135196065], 'diameter': 44.73751536998468, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888275225444, 'phi': -1.1228209442393566, 'norm_pos': [0.5340415121154507, 0.21625303603349733], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.9634519,"{'circle_3d': {'center': [1.3240464529218343e-06, 8.26897258665582e-06, 7.545631155991828e-05], 'normal': [0.34373738426376854, -0.6084512028655106, -0.7152843800832055], 'radius': 2.6980087563414867e-06}, 'confidence': 0.999999999837792, 'timestamp': 50901.453419, 'diameter_3d': 5.396017512682973e-06, 'ellipse': {'center': [170.69104332722893, 188.33110382119406], 'axes': [34.32424341281078, 44.480301759212516], 'angle': -55.22002379048314}, 'location': [170.69104332722893, 188.33110382119406], 'diameter': 44.480301759212516, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888301558896, 'phi': -1.1228209481761786, 'norm_pos': [0.5334095103975904, 0.21528706741169146], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.971277,"{'circle_3d': {'center': [1.3239104603712804e-06, 8.272415242593922e-06, 7.545331773606279e-05], 'normal': [0.34373738425243583, -0.6084512025786225, -0.7152843803326908], 'radius': 2.7472632851303673e-06}, 'confidence': 0.9999999998378231, 'timestamp': 50901.461819, 'diameter_3d': 5.494526570260735e-06, 'ellipse': {'center': [170.6834022722457, 188.37643191535625], 'axes': [34.954356475682786, 45.294760318207885], 'angle': -55.21714353304292}, 'location': [170.6834022722457, 188.37643191535625], 'diameter': 45.294760318207885, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888305173957, 'phi': -1.1228209483252187, 'norm_pos': [0.5333856321007678, 0.21509820035268234], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175512.980774,"{'circle_3d': {'center': [1.340932619164903e-06, 8.29992625650533e-06, 7.543809587851058e-05], 'normal': [0.3437373856709491, -0.608451200286038, -0.7152843816011789], 'radius': 2.7555987606999606e-06}, 'confidence': 0.9999999998379474, 'timestamp': 50901.470219, 'diameter_3d': 5.511197521399921e-06, 'ellipse': {'center': [170.82432310603983, 188.6190157438039], 'axes': [35.07350709750459, 45.44300948479017], 'angle': -55.18392864980516}, 'location': [170.82432310603983, 188.6190157438039], 'diameter': 45.44300948479017, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888334062687, 'phi': -1.122820947406474, 'norm_pos': [0.5338260097063745, 0.214087434400817], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
