eye_packets,773
norm_X,norm_Y,phi,theta,confidence,timestamp
1596175508.955311,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011948903510087659}, 'confidence': 0.0007900747469183599, 'timestamp': 50897.44665, 'diameter_3d': 0.00023897807020175317, 'ellipse': {'center': [-2090.2642307437313, 4066.529608842827], 'axes': [3150.816930635345, 9022.823772008316], 'angle': 29.69127409916965}, 'location': [-2090.2642307437313, 4066.529608842827], 'diameter': 9022.823772008316, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.53207572107416, -15.943873370178448], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.163081,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011945188194905328}, 'confidence': 0.0004453579091835431, 'timestamp': 50897.656649, 'diameter_3d': 0.00023890376389810655, 'ellipse': {'center': [-2085.2199084440645, 4057.682840076664], 'axes': [3146.735795964398, 9002.264167160827], 'angle': 29.69127409916958}, 'location': [-2085.2199084440645, 4057.682840076664], 'diameter': 9002.264167160827, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.516312213887701, -15.907011833652767], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.171325,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011946818656720545}, 'confidence': 0.000543821665074029, 'timestamp': 50897.665049, 'diameter_3d': 0.0002389363731344109, 'ellipse': {'center': [-2087.4309632335444, 4061.560603885122], 'axes': [3148.525312300735, 9011.276072300974], 'angle': 29.691274099169608}, 'location': [-2087.4309632335444, 4061.560603885122], 'diameter': 9011.276072300974, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.523221760104827, -15.923169182854675], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.18277,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011946963337967907}, 'confidence': 0.000790948194728658, 'timestamp': 50897.673448, 'diameter_3d': 0.00023893926675935814, 'ellipse': {'center': [-2087.6273634525874, 4061.9050520032793], 'axes': [3148.684219559033, 9012.076560024205], 'angle': 29.691274099169608}, 'location': [-2087.6273634525874, 4061.9050520032793], 'diameter': 9012.076560024205, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.523835510789335, -15.924604383346995], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.19089,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011946551924476106}, 'confidence': 0.0004944583850616766, 'timestamp': 50897.681848, 'diameter_3d': 0.00023893103848952212, 'ellipse': {'center': [-2087.0689678516133, 4060.925733778076], 'axes': [3148.232401114064, 9009.800648593266], 'angle': 29.691274099169608}, 'location': [-2087.0689678516133, 4060.925733778076], 'diameter': 9009.800648593266, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.522090524536291, -15.920523890741983], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.199651,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011944894899611589}, 'confidence': 0.000544417118333765, 'timestamp': 50897.690248, 'diameter_3d': 0.00023889789799223178, 'ellipse': {'center': [-2084.822610548975, 4056.986056167878], 'axes': [3146.4141351950234, 9000.64482678748], 'angle': 29.69127409916958}, 'location': [-2084.822610548975, 4056.986056167878], 'diameter': 9000.64482678748, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.515070657965547, -15.904108567366158], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.206816,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011947042445872638}, 'confidence': 0.00044488832627338374, 'timestamp': 50897.698648, 'diameter_3d': 0.00023894084891745276, 'ellipse': {'center': [-2087.7347636821155, 4062.0934112990626], 'axes': [3148.771113606067, 9012.514301162446], 'angle': 29.691274099169608}, 'location': [-2087.7347636821155, 4062.0934112990626], 'diameter': 9012.514301162446, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.524171136506611, -15.925389213746094], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.215227,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011942869719619393}, 'confidence': 0.0003963956387027556, 'timestamp': 50897.707048, 'diameter_3d': 0.00023885739439238787, 'ellipse': {'center': [-2082.0829315898563, 4052.181187484836], 'axes': [3144.195137380319, 8989.478063565099], 'angle': 29.691274099169526}, 'location': [-2082.0829315898563, 4052.181187484836], 'diameter': 8989.478063565099, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.506509161218301, -15.884088281186816], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.2227771,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011944347392025825}, 'confidence': 0.0004950787207349481, 'timestamp': 50897.715448, 'diameter_3d': 0.0002388869478405165, 'ellipse': {'center': [-2084.0813128483996, 4055.6859629235764], 'axes': [3145.8138769804114, 8997.623368388064], 'angle': 29.69127409916955}, 'location': [-2084.0813128483996, 4055.6859629235764], 'diameter': 8997.623368388064, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.5127541026512485, -15.898691512181568], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.231582,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011947911299718356}, 'confidence': 0.0004446683012326206, 'timestamp': 50897.723848, 'diameter_3d': 0.00023895822599436713, 'ellipse': {'center': [-2088.9149964278986, 4064.163311985797], 'axes': [3149.7258437769437, 9017.324659889928], 'angle': 29.691274099169625}, 'location': [-2088.9149964278986, 4064.163311985797], 'diameter': 9017.324659889928, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.527859363837183, -15.934013799940821], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.239131,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.0001194561303888957}, 'confidence': 0.00044525031645955697, 'timestamp': 50897.732248, 'diameter_3d': 0.0002389122607777914, 'ellipse': {'center': [-2085.7956385082593, 4058.6925596082647], 'axes': [3147.2018608492904, 9004.610766838196], 'angle': 29.69127409916958}, 'location': [-2085.7956385082593, 4058.6925596082647], 'diameter': 9004.610766838196, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.5181113703383105, -15.911218998367769], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.2497401,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011945686950758626}, 'confidence': 0.0003957614206691018, 'timestamp': 50897.740648, 'diameter_3d': 0.0002389137390151725, 'ellipse': {'center': [-2085.895829215077, 4058.8682747912126], 'axes': [3147.2829601595904, 9005.019129759015], 'angle': 29.69127409916958}, 'location': [-2085.895829215077, 4058.8682747912126], 'diameter': 9005.019129759015, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.518424466297115, -15.911951144963385], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.255233,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011947594102162329}, 'confidence': 0.00034591559829023867, 'timestamp': 50897.749048, 'diameter_3d': 0.00023895188204324657, 'ellipse': {'center': [-2088.48398591547, 4063.4074026460053], 'axes': [3149.377218349534, 9015.567965148462], 'angle': 29.691274099169625}, 'location': [-2088.48398591547, 4063.4074026460053], 'diameter': 9015.567965148462, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.526512455985843, -15.930864177691689], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.268109,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011945388005560205}, 'confidence': 0.00014843576883153192, 'timestamp': 50897.757448, 'diameter_3d': 0.0002389077601112041, 'ellipse': {'center': [-2085.490648310487, 4058.1576656036095], 'axes': [3146.9549738437045, 9003.367668505294], 'angle': 29.69127409916958}, 'location': [-2085.490648310487, 4058.1576656036095], 'diameter': 9003.367668505294, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.517158275970272, -15.908990273348373], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.275419,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.0001194424673039745}, 'confidence': 0.0002475535235162058, 'timestamp': 50897.765848, 'diameter_3d': 0.000238884934607949, 'ellipse': {'center': [-2083.9450725366464, 4055.44702368395], 'axes': [3145.7035453245517, 8997.068063874076], 'angle': 29.69127409916955}, 'location': [-2083.9450725366464, 4055.44702368395], 'diameter': 8997.068063874076, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.51232835167702, -15.897695932016457], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.283062,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011951845923047559}, 'confidence': 0.00019718754990550244, 'timestamp': 50897.774248, 'diameter_3d': 0.00023903691846095118, 'ellipse': {'center': [-2094.274435003587, 4073.562733945551], 'axes': [3154.057639028358, 9039.167907507184], 'angle': 29.691274099169707}, 'location': [-2094.274435003587, 4073.562733945551], 'diameter': 9039.167907507184, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.544607609386209, -15.973178058106463], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.2908428,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011948205933815079}, 'confidence': 0.00034579509271304355, 'timestamp': 50897.782648, 'diameter_3d': 0.00023896411867630157, 'ellipse': {'center': [-2089.3154877754064, 4064.865696594426], 'axes': [3150.0497490134176, 9018.956960192381], 'angle': 29.691274099169625}, 'location': [-2089.3154877754064, 4064.865696594426], 'diameter': 9018.956960192381, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.529110899298145, -15.936940402476775], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.3031979,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011946917558957771}, 'confidence': 0.0004943555029109239, 'timestamp': 50897.791048, 'diameter_3d': 0.00023893835117915543, 'ellipse': {'center': [-2087.5652163774002, 4061.7960580153826], 'axes': [3148.6339372781435, 9011.823261209714], 'angle': 29.691274099169608}, 'location': [-2087.5652163774002, 4061.7960580153826], 'diameter': 9011.823261209714, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.523641301179376, -15.92415024173076], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.3072882,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011945872402701629}, 'confidence': 0.0003462547143009284, 'timestamp': 50897.799447, 'diameter_3d': 0.00023891744805403257, 'ellipse': {'center': [-2086.147254553787, 4059.309226360399], 'axes': [3147.4864670545367, 9006.043901785033], 'angle': 29.69127409916959}, 'location': [-2086.147254553787, 4059.309226360399], 'diameter': 9006.043901785033, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.519210170480585, -15.913788443168329], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175509.3156,"{'circle_3d': {'center': [-4.675136866438834e-05, 8.199288695465157e-05, 9.60489363173167e-05], 'normal': [0.3471750094980859, -0.6088780311666775, -0.7132580570470933], 'radius': 0.00011949095912190022}, 'confidence': 0.0002468712912845436, 'timestamp': 50897.807847, 'diameter_3d': 0.00023898191824380045, 'ellipse': {'center': [-2090.5260418270495, 4066.9887750056796], 'axes': [3151.028605935672, 9023.890835575972], 'angle': 29.69127409916965}, 'location': [-2090.5260418270495, 4066.9887750056796], 'diameter': 9023.890835575972, 'sphere': {'center': [-4.166146865345695, 7.3066183668870845, 8.559192733501437], 'radius': 12.0}, 'projected_sphere': {'center': [-141.78208821074884, 649.2675990036732], 'axes': [1738.4817077150706, 1738.4817077150706], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9161508752044105, 'phi': -1.117808590644747, 'norm_pos': [-6.53289388070953, -15.945786562523665], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
