eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1581495141.494142,"{'circle_3d': {'center': [-1.000376443242427, 0.16911180132692571, 127.76799930404452], 'normal': [-0.37193558336491406, 0.6088619891735401, -0.7006789564177313], 'radius': 4.834336051518171}, 'confidence': 0.991029289237398, 'timestamp': 360238.076969, 'diameter_3d': 9.668672103036341, 'ellipse': {'center': [155.37357366495382, 120.4422765476141], 'axes': [32.72304919670908, 46.93560951940873], 'angle': -58.248086425751374}, 'location': [155.37357366495382, 120.4422765476141], 'diameter': 46.93560951940873, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.21909005256590675, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2254215557715047, 'phi': -2.058796177514712, 'norm_pos': [0.4855424177029807, 0.4981571810516079], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.50242,"{'circle_3d': {'center': [-0.9840849752162972, 0.19912569666186286, 127.78551992075077], 'normal': [-0.3705779610294032, 0.6113631471181181, -0.6992189050255438], 'radius': 4.833809945771258}, 'confidence': 0.9927163156261958, 'timestamp': 360238.085369, 'diameter_3d': 9.667619891542516, 'ellipse': {'center': [155.45189119438808, 120.58731841323689], 'axes': [32.642437240236106, 46.92406867155778], 'angle': -58.45869739434775}, 'location': [155.45189119438808, 120.58731841323689], 'diameter': 46.92406867155778, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.22063031188791493, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.228578332605718, 'phi': -2.058145908525219, 'norm_pos': [0.48578715998246275, 0.49755283994484634], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.514719,"{'circle_3d': {'center': [-0.9818011387064596, 0.2218801730649238, 127.80425701142178], 'normal': [-0.3703876413202501, 0.6132593534850399, -0.6976574808029602], 'radius': 4.798097556635562}, 'confidence': 0.9929497477342103, 'timestamp': 360238.093769, 'diameter_3d': 9.596195113271124, 'ellipse': {'center': [155.459639778806, 120.70301239362601], 'axes': [32.318723911890075, 46.570352400745506], 'angle': -58.5573147163695}, 'location': [155.459639778806, 120.70301239362601], 'diameter': 46.570352400745506, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.22277064919352663, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.230976722858235, 'phi': -2.0588587122065585, 'norm_pos': [0.48581137430876875, 0.49707078169322494], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.522589,"{'circle_3d': {'center': [-1.002651450333997, 0.23067682613961793, 127.82311078581574], 'normal': [-0.3721251672892115, 0.6139924079079311, -0.6960863329367968], 'radius': 4.86066804561215}, 'confidence': 0.9928193310839986, 'timestamp': 360238.102169, 'diameter_3d': 9.7213360912243, 'ellipse': {'center': [155.3654610461211, 120.73626638768089], 'axes': [32.656395457028204, 47.17124609412033], 'angle': -58.46517917252032}, 'location': [155.3654610461211, 120.73626638768089], 'diameter': 47.17124609412033, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.22441689879338922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.231905113646821, 'phi': -2.0617364038593005, 'norm_pos': [0.48551706576912845, 0.49693222338466303], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.531832,"{'circle_3d': {'center': [-1.0224033293090997, 0.19609586039908855, 127.80328591647793], 'normal': [-0.37377115720380344, 0.611110660762887, -0.6977384053816137], 'radius': 4.8450311286508105}, 'confidence': 0.9932687167056803, 'timestamp': 360238.110569, 'diameter_3d': 9.690062257301621, 'ellipse': {'center': [155.2690025024286, 120.57178452266125], 'axes': [32.63847036216861, 47.02667246539107], 'angle': -58.217753091726266}, 'location': [155.2690025024286, 120.57178452266125], 'diameter': 47.02667246539107, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.22722154758347823, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2282593142281866, 'phi': -2.062586265844937, 'norm_pos': [0.4852156328200894, 0.4976175644889115], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.53834,"{'circle_3d': {'center': [-0.9553556890821726, 0.17839259396543738, 127.75230624600071], 'normal': [-0.3681838538515595, 0.6096353885600827, -0.7019867112547149], 'radius': 4.78073631238311}, 'confidence': 0.991395344287209, 'timestamp': 360238.118969, 'diameter_3d': 9.56147262476622, 'ellipse': {'center': [155.58479518445822, 120.49454387685793], 'axes': [32.42966440995415, 46.42040939351432], 'angle': -58.554127411059355}, 'location': [155.58479518445822, 120.49454387685793], 'diameter': 46.42040939351432, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.22479103758202834, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2263968644013383, 'phi': -2.0538421485744647, 'norm_pos': [0.4862024849514319, 0.49793940051309193], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.546568,"{'circle_3d': {'center': [-1.0070734267373114, 0.24596710869775684, 127.838992021522], 'normal': [-0.37249366532282113, 0.6152665981211093, -0.6947628966279413], 'radius': 4.794491031333895}, 'confidence': 0.9919760830529086, 'timestamp': 360238.127369, 'diameter_3d': 9.58898206266779, 'ellipse': {'center': [155.33813885005247, 120.82072312373668], 'axes': [32.141384270502826, 46.522817470793385], 'angle': -58.49561706345148}, 'location': [155.33813885005247, 120.82072312373668], 'diameter': 46.522817470793385, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.22403003434177116, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2335204342214885, 'phi': -2.062940124307495, 'norm_pos': [0.485431683906414, 0.4965803203177638], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.554827,"{'circle_3d': {'center': [-0.9779498477589685, 0.23155796771192882, 127.81072837177629], 'normal': [-0.3700667004079592, 0.6140658363722903, -0.6971182007734165], 'radius': 4.778212662960225}, 'confidence': 0.990255884944476, 'timestamp': 360238.135769, 'diameter_3d': 9.55642532592045, 'ellipse': {'center': [155.47634057820832, 120.75286586896752], 'axes': [32.156406198205865, 46.374869604986415], 'angle': -58.61638831536122}, 'location': [155.47634057820832, 120.75286586896752], 'diameter': 46.374869604986415, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.2188819494942318, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2319981454618616, 'phi': -2.0588199514142596, 'norm_pos': [0.48586356430690103, 0.49686305887930204], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.5623732,"{'circle_3d': {'center': [-0.9931108066652721, 0.19608600980581414, 127.7876514283167], 'normal': [-0.3713301136501512, 0.6111098398801141, -0.6990412793950491], 'radius': 4.814341996981264}, 'confidence': 0.9910611443606191, 'timestamp': 360238.144169, 'diameter_3d': 9.628683993962529, 'ellipse': {'center': [155.40672101124244, 120.57585534058984], 'axes': [32.50113611231205, 46.734192739092634], 'angle': -58.39313234577856}, 'location': [155.40672101124244, 120.57585534058984], 'diameter': 46.734192739092634, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.21600812578885797, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.228258277164892, 'phi': -2.0590905973696745, 'norm_pos': [0.4856460031601326, 0.49760060274754236], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.570355,"{'circle_3d': {'center': [-0.998962548851031, 0.39369884519479914, 127.9677788935571], 'normal': [-0.37181775883229756, 0.6275775761625292, -0.6840306572916832], 'radius': 4.720795586554991}, 'confidence': 0.36939033757679773, 'timestamp': 360238.152569, 'diameter_3d': 9.441591173109982, 'ellipse': {'center': [155.37130338753786, 121.54636592441948], 'axes': [31.09146169146832, 45.76139372049141], 'angle': -59.08311721949759}, 'location': [155.37130338753786, 121.54636592441948], 'diameter': 45.76139372049141, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.2064358588787507, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2492341820588124, 'phi': -2.0686885910667776, 'norm_pos': [0.48553532308605585, 0.49355680864825213], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.578774,"{'circle_3d': {'center': [-1.1564848983649592, 0.3863626520024308, 128.04858488173414], 'normal': [-0.3849446212917916, 0.6269662267298318, -0.6772968249435959], 'radius': 4.690799772584946}, 'confidence': 0.3402247285882283, 'timestamp': 360238.160969, 'diameter_3d': 9.381599545169893, 'ellipse': {'center': [154.61341586087312, 121.5185244520792], 'axes': [30.543889389382432, 45.44222777344103], 'angle': -58.1346049094406}, 'location': [154.61341586087312, 121.5185244520792], 'diameter': 45.44222777344103, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.19968429450640812, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.24844919333765, 'phi': -2.087621909577613, 'norm_pos': [0.4831669245652285, 0.4936728147830033], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.586113,"{'circle_3d': {'center': [-0.9622965401565908, 0.20509934494358628, 127.77922814510964], 'normal': [-0.36876225810776103, 0.6118609511415951, -0.6997432196623041], 'radius': 4.791358334015427}, 'confidence': 0.9924549749313482, 'timestamp': 360238.169369, 'diameter_3d': 9.582716668030853, 'ellipse': {'center': [155.55257502518018, 120.6223801144093], 'axes': [32.38353703111415, 46.513900070114154], 'angle': -58.61205885130814}, 'location': [155.55257502518018, 120.6223801144093], 'diameter': 46.513900070114154, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.20070756675790724, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2292075421411033, 'phi': -2.0558071913044387, 'norm_pos': [0.48610179695368805, 0.49740674952329456], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.597652,"{'circle_3d': {'center': [-0.975760696064345, 0.17370582942194623, 127.75896689751255], 'normal': [-0.3698842711000739, 0.6092448248481251, -0.7014316569620623], 'radius': 4.808999495164394}, 'confidence': 0.9925748660697451, 'timestamp': 360238.177769, 'diameter_3d': 9.617998990328788, 'ellipse': {'center': [155.4894090407493, 120.46791063944526], 'axes': [32.591765709180144, 46.692666246192225], 'angle': -58.4134537612962}, 'location': [155.4894090407493, 120.46791063944526], 'diameter': 46.692666246192225, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.20195564335806493, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2259042459548164, 'phi': -2.0560662529810085, 'norm_pos': [0.4859044032523416, 0.49805037233564475], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.606477,"{'circle_3d': {'center': [-0.9819515832780494, 0.21403848694450112, 127.79745027447208], 'normal': [-0.3704001783678826, 0.6126058796416713, -0.6982247088821012], 'radius': 4.765338592845662}, 'confidence': 0.9907367147315859, 'timestamp': 360238.186169, 'diameter_3d': 9.530677185691324, 'ellipse': {'center': [155.45584239171467, 120.6701372802305], 'axes': [32.12742595952785, 46.2546136795318], 'angle': -58.527211126770574}, 'location': [155.45584239171467, 120.6701372802305], 'diameter': 46.2546136795318, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.19905544170192302, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2301496822332876, 'phi': -2.0585362015609823, 'norm_pos': [0.4857995074741083, 0.4972077613323729], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.614209,"{'circle_3d': {'center': [-0.9343020263303758, 0.22660700136717082, 127.78335682139286], 'normal': [-0.36642938195557645, 0.6136532558435605, -0.6993991633053703], 'radius': 4.7736785715429395}, 'confidence': 0.9905333784925581, 'timestamp': 360238.194569, 'diameter_3d': 9.547357143085879, 'ellipse': {'center': [155.68547670487197, 120.72864592465328], 'axes': [32.24656674676782, 46.34059791616053], 'angle': -58.860692465116884}, 'location': [155.68547670487197, 120.72864592465328], 'diameter': 46.34059791616053, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.19583685522971406, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2314755047666317, 'phi': -2.05339650158694, 'norm_pos': [0.4865171147027249, 0.49696397531394465], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.622643,"{'circle_3d': {'center': [-0.7224721348796281, 0.265833892119133, 127.70987910618231], 'normal': [-0.3487768910013475, 0.616922163406224, -0.7055223062395819], 'radius': 4.807449096932672}, 'confidence': 0.9926287380371825, 'timestamp': 360238.202969, 'diameter_3d': 9.614898193865344, 'ellipse': {'center': [156.70641925249953, 120.90880895622092], 'axes': [32.8034009516423, 46.69493335844842], 'angle': -60.29862005094868}, 'location': [156.70641925249953, 120.90880895622092], 'diameter': 46.69493335844842, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.19721899101869944, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.235622280467348, 'phi': -2.029915936926441, 'norm_pos': [0.48970756016406103, 0.49621329601574615], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495141.6307101,"{'circle_3d': {'center': [-0.8274420024239486, 0.2905962307878669, 127.78443917736413], 'normal': [-0.3575243799633742, 0.6189856916286185, -0.6993089669744309], 'radius': 4.766171396397611}, 'confidence': 0.9901990969211789, 'timestamp': 360238.211369, 'diameter_3d': 9.532342792795221, 'ellipse': {'center': [156.19826452147842, 121.03732992659694], 'axes': [32.193551036596546, 46.26707919649487], 'angle': -59.74236244431743}, 'location': [156.19826452147842, 121.03732992659694], 'diameter': 46.26707919649487, 'sphere': {'center': [3.4628505571365418, -7.137232068755555, 136.1761467810573], 'radius': 12.0}, 'projected_sphere': {'center': [175.76610438887312, 87.50470631436612], 'axes': [109.27023822992966, 109.27023822992966], 'angle': 90.0}, 'model_confidence': 0.19347448133932854, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 2.2382469209533618, 'phi': -2.0434064050602543, 'norm_pos': [0.4881195766296201, 0.4956777919725127], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
