eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1581495142.839217,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352164671219}, 'confidence': 0.4298802118733774, 'timestamp': 360239.420969, 'diameter_3d': 1.2162704329342438, 'ellipse': {'center': [1377.6682200278149, -98.97487621656134], 'axes': [484.1260108440956, 1051.9706397600937], 'angle': 90.94282181605668}, 'location': [1377.6682200278149, -98.97487621656134], 'diameter': 1051.9706397600937, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213187586921, 1.4123953175690056], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.850006,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352209759604}, 'confidence': 0.41385483995858924, 'timestamp': 360239.429369, 'diameter_3d': 1.2162704419519208, 'ellipse': {'center': [1377.6681900019937, -98.97489185344654], 'axes': [484.1259542668305, 1051.9707262624731], 'angle': 90.94282613335726}, 'location': [1377.6681900019937, -98.97489185344654], 'diameter': 1051.9707262624731, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.3052130937562305, 1.4123953827226938], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.85855,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352151385302}, 'confidence': 0.43629035934094845, 'timestamp': 360239.437769, 'diameter_3d': 1.2162704302770604, 'ellipse': {'center': [1377.6682288753389, -98.97487160893655], 'axes': [484.12602751537287, 1051.970614270969], 'angle': 90.94282054390408}, 'location': [1377.6682288753389, -98.97487160893655], 'diameter': 1051.970614270969, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213215235434, 1.412395298370569], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.8666291,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352209657633}, 'confidence': 0.4158580095945036, 'timestamp': 360239.446169, 'diameter_3d': 1.2162704419315267, 'ellipse': {'center': [1377.668190069899, -98.97489181808265], 'axes': [484.125954394785, 1051.9707260668429], 'angle': 90.94282612359336}, 'location': [1377.668190069899, -98.97489181808265], 'diameter': 1051.9707260668429, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213093968435, 1.4123953825753444], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.8812191,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352198557127}, 'confidence': 0.46713915547024676, 'timestamp': 360239.454569, 'diameter_3d': 1.2162704397114255, 'ellipse': {'center': [1377.668197462087, -98.9748879683697], 'axes': [484.12596832378665, 1051.9707047704449], 'angle': 90.94282506069842}, 'location': [1377.668197462087, -98.9748879683697], 'diameter': 1051.9707047704449, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213117069021, 1.4123953665348736], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.88502,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352206778359}, 'confidence': 0.43468780483773833, 'timestamp': 360239.462969, 'diameter_3d': 1.2162704413556717, 'ellipse': {'center': [1377.6681919873015, -98.97489081953529], 'axes': [484.12595800772107, 1051.9707205429347], 'angle': 90.94282584789727}, 'location': [1377.6681919873015, -98.97489081953529], 'diameter': 1051.9707205429347, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.3052130999603175, 1.4123953784147303], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.891712,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352135806045}, 'confidence': 0.41505676561989197, 'timestamp': 360239.471369, 'diameter_3d': 1.216270427161209, 'ellipse': {'center': [1377.668239250073, -98.97486620596933], 'axes': [484.1260470643527, 1051.9705843820527], 'angle': 90.94281905215952}, 'location': [1377.668239250073, -98.97486620596933], 'diameter': 1051.9705843820527, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213247656478, 1.4123952758582057], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.89873,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.608135216554317}, 'confidence': 0.37339082683502417, 'timestamp': 360239.479769, 'diameter_3d': 1.216270433108634, 'ellipse': {'center': [1377.668219447154, -98.97487651895847], 'axes': [484.1260097499649, 1051.9706414329391], 'angle': 90.94282189954771}, 'location': [1377.668219447154, -98.97487651895847], 'diameter': 1051.9706414329391, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213185772356, 1.4123953188289935], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.907802,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352170506327}, 'confidence': 0.39943203102566394, 'timestamp': 360239.488169, 'diameter_3d': 1.2162704341012653, 'ellipse': {'center': [1377.6682161420267, -98.97487824020698], 'axes': [484.1260035221555, 1051.9706509547896], 'angle': 90.94282237477967}, 'location': [1377.6682161420267, -98.97487824020698], 'diameter': 1051.9706509547896, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213175443834, 1.4123953260008624], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.9150238,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.608135219782688}, 'confidence': 0.42947956685148814, 'timestamp': 360239.496569, 'diameter_3d': 1.216270439565376, 'ellipse': {'center': [1377.6681979483822, -98.97488771511632], 'axes': [484.12596924010666, 1051.9707033694615], 'angle': 90.94282499077586}, 'location': [1377.6681979483822, -98.97488771511632], 'diameter': 1051.9707033694615, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213118588695, 1.4123953654796513], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.924202,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352164178002}, 'confidence': 0.47715501634464896, 'timestamp': 360239.504969, 'diameter_3d': 1.2162704328356004, 'ellipse': {'center': [1377.6682203562639, -98.9748760455112], 'axes': [484.1260114629888, 1051.9706388138547], 'angle': 90.9428217688302}, 'location': [1377.6682203562639, -98.9748760455112], 'diameter': 1051.9706388138547, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213188613324, 1.4123953168562966], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.932043,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.608135218448371}, 'confidence': 0.43028083917036886, 'timestamp': 360239.513369, 'diameter_3d': 1.216270436896742, 'ellipse': {'center': [1377.6682068340324, -98.97488308763593], 'axes': [484.12598598322234, 1051.9706777704976], 'angle': 90.94282371314142}, 'location': [1377.6682068340324, -98.97488308763593], 'diameter': 1051.9706777704976, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213146356351, 1.412395346198483], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.9432309,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352194269396}, 'confidence': 0.4727480319855503, 'timestamp': 360239.521769, 'diameter_3d': 1.2162704388538792, 'ellipse': {'center': [1377.6682003174262, -98.9748864813624], 'axes': [484.12597370406576, 1051.9706965444034], 'angle': 90.94282465013985}, 'location': [1377.6682003174262, -98.9748864813624], 'diameter': 1051.9706965444034, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213125991957, 1.41239536033901], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.951506,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352176678961}, 'confidence': 0.4150567524109959, 'timestamp': 360239.530169, 'diameter_3d': 1.2162704353357923, 'ellipse': {'center': [1377.6682120314688, -98.97488038090853], 'axes': [484.12599577668357, 1051.9706627970315], 'angle': 90.94282296582148}, 'location': [1377.6682120314688, -98.97488038090853], 'diameter': 1051.9706627970315, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.30521316259834, 1.4123953349204523], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.961334,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352171781191}, 'confidence': 0.4435017631960858, 'timestamp': 360239.538569, 'diameter_3d': 1.2162704343562383, 'ellipse': {'center': [1377.6682152930528, -98.97487868233662], 'axes': [484.12600192244474, 1051.970653400626], 'angle': 90.94282249685045}, 'location': [1377.6682152930528, -98.97487868233662], 'diameter': 1051.970653400626, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.30521317279079, 1.4123953278430692], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.9671302,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352174610836}, 'confidence': 0.36217307411557315, 'timestamp': 360239.546969, 'diameter_3d': 1.2162704349221671, 'ellipse': {'center': [1377.6682134087007, -98.97487966367189], 'axes': [484.12599837178453, 1051.9706588293184], 'angle': 90.94282276779441}, 'location': [1377.6682134087007, -98.97487966367189], 'diameter': 1051.9706588293184, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.30521316690219, 1.4123953319319662], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.975266,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.608135219451008}, 'confidence': 0.45271633563013597, 'timestamp': 360239.555369, 'diameter_3d': 1.216270438902016, 'ellipse': {'center': [1377.6682001571467, -98.97488656483287], 'axes': [484.12597340205406, 1051.970697006159], 'angle': 90.94282467318583}, 'location': [1377.6682001571467, -98.97488656483287], 'diameter': 1051.970697006159, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.3052131254910835, 1.4123953606868036], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.983475,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352163388494}, 'confidence': 0.4198643639266088, 'timestamp': 360239.563769, 'diameter_3d': 1.2162704326776987, 'ellipse': {'center': [1377.6682208820232, -98.97487577170554], 'axes': [484.1260124536697, 1051.970637299176], 'angle': 90.94282169323323}, 'location': [1377.6682208820232, -98.97487577170554], 'diameter': 1051.970637299176, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213190256323, 1.4123953157154396], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.991245,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352198232816}, 'confidence': 0.45031253077285016, 'timestamp': 360239.572169, 'diameter_3d': 1.2162704396465631, 'ellipse': {'center': [1377.6681976780562, -98.97488785589675], 'axes': [484.1259687307357, 1051.9707041482516], 'angle': 90.94282502964496}, 'location': [1377.6681976780562, -98.97488785589675], 'diameter': 1051.9707041482516, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213117743926, 1.4123953660662365], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495142.999139,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352115341392}, 'confidence': 0.3806022525306746, 'timestamp': 360239.580569, 'diameter_3d': 1.2162704230682784, 'ellipse': {'center': [1377.6682528781523, -98.97485910872115], 'axes': [484.126072743572, 1051.9705451204677], 'angle': 90.94281709262837}, 'location': [1377.6682528781523, -98.97485910872115], 'diameter': 1051.9705451204677, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213290244226, 1.412395246286338], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.0074801,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352211245376}, 'confidence': 0.4410979460477102, 'timestamp': 360239.588969, 'diameter_3d': 1.216270442249075, 'ellipse': {'center': [1377.66818901257, -98.97489236871976], 'axes': [484.1259524024743, 1051.970729112937], 'angle': 90.94282627562272}, 'location': [1377.66818901257, -98.97489236871976], 'diameter': 1051.970729112937, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213090664282, 1.4123953848696658], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.015508,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352181676687}, 'confidence': 0.41625865258390043, 'timestamp': 360239.597369, 'diameter_3d': 1.2162704363353374, 'ellipse': {'center': [1377.668208703321, -98.97488211414571], 'axes': [484.12598950549693, 1051.970672385202], 'angle': 90.94282344436346}, 'location': [1377.668208703321, -98.97488211414571], 'diameter': 1051.970672385202, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213152197878, 1.4123953421422737], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.027147,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.608135220904835}, 'confidence': 0.44189921464387283, 'timestamp': 360239.605769, 'diameter_3d': 1.21627044180967, 'ellipse': {'center': [1377.668190475641, -98.97489160677978], 'axes': [484.12595515931895, 1051.9707248979273], 'angle': 90.94282606525326}, 'location': [1377.668190475641, -98.97489160677978], 'diameter': 1051.9707248979273, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213095236378, 1.4123953816949157], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.035454,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352191779035}, 'confidence': 0.4354890777667106, 'timestamp': 360239.614169, 'diameter_3d': 1.216270438355807, 'ellipse': {'center': [1377.6682019758387, -98.97488561769214], 'axes': [484.1259768289918, 1051.970691766629], 'angle': 90.9428244116829}, 'location': [1377.6682019758387, -98.97488561769214], 'diameter': 1051.970691766629, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.3052131311744954, 1.412395356740384], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.042356,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352165789393}, 'confidence': 0.3709870231576676, 'timestamp': 360239.622569, 'diameter_3d': 1.2162704331578786, 'ellipse': {'center': [1377.6682192831863, -98.9748766043499], 'axes': [484.1260094410015, 1051.9706419053182], 'angle': 90.94282192312404}, 'location': [1377.6682192831863, -98.9748766043499], 'diameter': 1051.9706419053182, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213185259957, 1.4123953191847913], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.0510411,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352193644886}, 'confidence': 0.46233155014966215, 'timestamp': 360239.630969, 'diameter_3d': 1.216270438728977, 'ellipse': {'center': [1377.6682007333081, -98.97488626477883], 'axes': [484.12597448770697, 1051.9706953462753], 'angle': 90.94282459034173}, 'location': [1377.6682007333081, -98.97488626477883], 'diameter': 1051.9706953462753, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.305213127291588, 1.4123953594365783], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581495143.059092,"{'circle_3d': {'center': [-0.20122762857474807, -0.49776822849452795, 0.28559270709242845], 'normal': [0.2564527816193049, -0.5787741819786856, -0.7741139561296028], 'radius': 0.6081352254086535}, 'confidence': 0.4366909583598107, 'timestamp': 360239.639369, 'diameter_3d': 1.216270450817307, 'ellipse': {'center': [1377.6681604832513, -98.97490722625449], 'axes': [484.12589864505924, 1051.9708113039906], 'angle': 90.9428303777459}, 'location': [1377.6681604832513, -98.97490722625449], 'diameter': 1051.9708113039906, 'sphere': {'center': [-3.2786610080064067, 6.447521955249699, 9.574960180647661], 'radius': 12.0}, 'projected_sphere': {'center': [-52.300603512950914, 537.4914085109459], 'axes': [1554.0534601986722, 1554.0534601986722], 'angle': 90.0}, 'model_confidence': 0.17397330594310922, 'model_id': 1, 'model_birth_timestamp': 360235.103369, 'theta': 0.9535716107654731, 'phi': -1.2508898920456824, 'norm_pos': [4.30521300151016, 1.4123954467760604], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
