eye_packets,700
norm_X,norm_Y,phi,theta,confidence,timestamp
1580955275.6997602,"{'circle_3d': {'center': [-8.810202745018843, 2.70530009176443, 67.21880086220374], 'normal': [-0.1701350064199928, -0.08921046274015039, -0.9813743286474113], 'radius': 3.1774075804008666}, 'confidence': 0.1438495051075265, 'timestamp': 771.300112, 'diameter_3d': 6.354815160801733, 'ellipse': {'center': [78.96274870440297, 145.07598542565705], 'axes': [56.30559999212253, 58.74694074087093], 'angle': 14.724073330535482}, 'location': [78.96274870440297, 145.07598542565705], 'diameter': 58.74694074087093, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.481467107912826, 'phi': -1.7424541942149676, 'norm_pos': [0.24675858970125927, 0.3955167273930956], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.7084641,"{'circle_3d': {'center': [-8.319373727343743, 2.518555792110674, 67.16252814136028], 'normal': [-0.12923258828040105, -0.10477248771129669, -0.9860637220510319], 'radius': 3.1654981466393814}, 'confidence': 0.1765567401350919, 'timestamp': 771.308512, 'diameter_3d': 6.330996293278763, 'ellipse': {'center': [83.3718462095984, 143.39336807012018], 'axes': [56.767508010530435, 58.60919799525857], 'angle': 22.067150595485487}, 'location': [83.3718462095984, 143.39336807012018], 'diameter': 58.60919799525857, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.4658311999102542, 'phi': -1.7011126525770823, 'norm_pos': [0.260537019404995, 0.4025276330411659], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.718959,"{'circle_3d': {'center': [-8.356584594262095, 2.528154207300566, 67.16644815120807], 'normal': [-0.13233349385693036, -0.10397261977880565, -0.9857370545637156], 'radius': 3.1534036653422057}, 'confidence': 0.14406863274848591, 'timestamp': 771.316912, 'diameter_3d': 6.3068073306844115, 'ellipse': {'center': [83.03550974159589, 143.47841359274574], 'axes': [56.50338901136408, 58.379429907722965], 'angle': 21.525577184266975}, 'location': [83.03550974159589, 143.47841359274574], 'diameter': 58.379429907722965, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.4666354605195024, 'phi': -1.7042467059614161, 'norm_pos': [0.25948596794248713, 0.40217327669689273], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.727963,"{'circle_3d': {'center': [-8.117466863045319, 2.517963772201, 67.13787761807659], 'normal': [-0.1124070162555324, -0.10482182270376954, -0.9881179323246734], 'radius': 3.167290060680608}, 'confidence': 0.10449878824963497, 'timestamp': 771.325312, 'diameter_3d': 6.334580121361216, 'ellipse': {'center': [85.18673478742555, 143.39685906853578], 'axes': [57.07235056236995, 58.67251059016473], 'angle': 24.178804442221217}, 'location': [85.18673478742555, 143.39685906853578], 'diameter': 58.67251059016473, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.4657815917563308, 'phi': -1.6840680882969818, 'norm_pos': [0.26620854621070483, 0.40251308721443424], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.734272,"{'circle_3d': {'center': [-7.8957028938444545, 2.627138611102426, 67.10369417099456], 'normal': [-0.09392668548879367, -0.09572391946198403, -0.9909665529148423], 'radius': 3.1744135997383287}, 'confidence': 0.14770611191936195, 'timestamp': 771.333711, 'diameter_3d': 6.348827199476657, 'ellipse': {'center': [87.1744050349422, 144.4058650822845], 'axes': [57.53485395820361, 58.83270265692011], 'angle': 24.51987236380527}, 'location': [87.1744050349422, 144.4058650822845], 'diameter': 58.83270265692011, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.4749256137619395, 'phi': -1.6652969119922505, 'norm_pos': [0.2724200157341944, 0.3983088954904813], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.741987,"{'circle_3d': {'center': [-7.670018301863475, 2.727966669534882, 67.07516674261907], 'normal': [-0.07511963615704545, -0.0873215812592794, -0.9933438386127998], 'radius': 3.1798901181426222}, 'confidence': 0.10892499613100964, 'timestamp': 771.342111, 'diameter_3d': 6.3597802362852445, 'ellipse': {'center': [89.2051175723023, 145.33720570279635], 'axes': [57.92999540082378, 58.95914074115481], 'angle': 25.408491066035776}, 'location': [89.2051175723023, 145.33720570279635], 'diameter': 58.95914074115481, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.4833633909943162, 'phi': -1.6462756559144671, 'norm_pos': [0.2787659924134447, 0.39442830957168185], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.749259,"{'circle_3d': {'center': [-7.440044502907241, 2.710758039278131, 67.06152684546254], 'normal': [-0.055955152910692516, -0.08875563378067523, -0.9944804967091772], 'radius': 3.141252174425329}, 'confidence': 0.11554942490360064, 'timestamp': 771.350511, 'diameter_3d': 6.282504348850658, 'ellipse': {'center': [91.28903179597586, 145.18229276897455], 'axes': [57.42545564675256, 58.27253311912342], 'angle': 29.880346766013215}, 'location': [91.28903179597586, 145.18229276897455], 'diameter': 58.27253311912342, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.48192374830459, 'phi': -1.6270027751178928, 'norm_pos': [0.28527822436242456, 0.39507378012927274], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.760915,"{'circle_3d': {'center': [-7.4456632204503235, 2.703434236761467, 67.06250023282534], 'normal': [-0.0564233793726161, -0.08936595065706394, -0.9943993810956103], 'radius': 3.1520912122289633}, 'confidence': 0.09870921792641517, 'timestamp': 771.358911, 'diameter_3d': 6.3041824244579265, 'ellipse': {'center': [91.23920001340647, 145.11587915937193], 'axes': [57.61510907853109, 58.4733330373796], 'angle': 29.946175663289722}, 'location': [91.23920001340647, 145.11587915937193], 'diameter': 58.4733330373796, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.4813109964602862, 'phi': -1.6274767153118632, 'norm_pos': [0.2851225000418952, 0.3953505035026169], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.766443,"{'circle_3d': {'center': [-7.073912129454889, 3.0550706997048858, 67.02084976133392], 'normal': [-0.025444121789663203, -0.060062912078445746, -0.997870253719896], 'radius': 3.1851916044528337}, 'confidence': 0.1351718705090053, 'timestamp': 771.367311, 'diameter_3d': 6.370383208905667, 'ellipse': {'center': [94.59520856336985, 148.34621224038187], 'axes': [58.641841826557425, 59.10036228975944], 'angle': 29.873486710612777}, 'location': [94.59520856336985, 148.34621224038187], 'diameter': 59.10036228975944, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5106972426033343, 'phi': -1.596289229817089, 'norm_pos': [0.2956100267605308, 0.38189078233174223], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.7807481,"{'circle_3d': {'center': [-5.886520222741398, 3.5019693780113634, 67.03088857559302], 'normal': [0.07350520376979441, -0.022821355552905924, -0.9970336858649707], 'radius': 3.1771497404695066}, 'confidence': 0.05943440586407954, 'timestamp': 771.375711, 'diameter_3d': 6.354299480939013, 'ellipse': {'center': [105.45001773878143, 152.4234754953405], 'axes': [58.76410970240386, 59.06000837678685], 'angle': 62.03093572463493}, 'location': [105.45001773878143, 152.4234754953405], 'diameter': 59.06000837678685, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.547972989829643, 'phi': -1.4972055692364337, 'norm_pos': [0.32953130543369197, 0.3649021854360812], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.7845829,"{'circle_3d': {'center': [-5.235353121287602, 3.5853314864648267, 67.09517015396392], 'normal': [0.1277691288909439, -0.015874513181783963, -0.9916768876673948], 'radius': 3.160166121037263}, 'confidence': 0.07076150156852948, 'timestamp': 771.384111, 'diameter_3d': 6.320332242074526, 'ellipse': {'center': [111.44611049888213, 153.15350521055962], 'axes': [58.299438163358694, 58.657345988588396], 'angle': 49.94402431728119}, 'location': [111.44611049888213, 153.15350521055962], 'diameter': 58.657345988588396, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.554921146807494, 'phi': -1.4426607464938777, 'norm_pos': [0.3482690953090067, 0.36186039495600164], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.790934,"{'circle_3d': {'center': [-5.0140658105680735, 3.5800512114951477, 67.12586388254145], 'normal': [0.1462097381175714, -0.016314536095923888, -0.9891190769526013], 'radius': 3.1821746188012794}, 'confidence': 0.05953466857737675, 'timestamp': 771.392511, 'diameter_3d': 6.364349237602559, 'ellipse': {'center': [113.4844147806378, 153.09080816237542], 'axes': [58.61744840851075, 59.00810243262406], 'angle': 42.58248586021782}, 'location': [113.4844147806378, 153.09080816237542], 'diameter': 59.00810243262406, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5544810668883389, 'phi': -1.4240409116022024, 'norm_pos': [0.3546387961894931, 0.3621216326567691], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.798157,"{'circle_3d': {'center': [-4.778477833127614, 1.7938650762311297, 67.32861739900478], 'normal': [0.16584206957094297, -0.16516338070125866, -0.9722229505806564], 'radius': 3.171190531248934}, 'confidence': 0.11510790522174824, 'timestamp': 771.400911, 'diameter_3d': 6.342381062497868, 'ellipse': {'center': [115.76993005319483, 136.74181891097078], 'axes': [57.671981934206144, 58.46997558324501], 'angle': -60.935556384409985}, 'location': [115.76993005319483, 136.74181891097078], 'diameter': 58.46997558324501, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.404872662001076, 'phi': -1.4018422363889276, 'norm_pos': [0.36178103141623386, 0.43024242120428846], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.814241,"{'circle_3d': {'center': [-4.629396979902721, 1.9233694470910256, 67.33371955756107], 'normal': [0.1782654740063509, -0.15437134979626746, -0.9717977707009671], 'radius': 3.186072068368395}, 'confidence': 0.12003112324663842, 'timestamp': 771.409311, 'diameter_3d': 6.37214413673679, 'ellipse': {'center': [117.12730485568483, 137.92061089495607], 'axes': [57.96747575692003, 58.71468987175876], 'angle': -53.660345679897944}, 'location': [117.12730485568483, 137.92061089495607], 'diameter': 58.71468987175876, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.4158051824494613, 'phi': -1.3893744603651637, 'norm_pos': [0.36602282767401506, 0.4253307879376831], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.8182201,"{'circle_3d': {'center': [-4.105357546106662, 2.619852237476036, 67.35179859537834], 'normal': [0.22193542682268916, -0.09633111726418325, -0.9702911842161944], 'radius': 3.170131134865065}, 'confidence': 0.10425945185340929, 'timestamp': 771.417711, 'diameter_3d': 6.34026226973013, 'ellipse': {'center': [121.90783169031658, 144.24830833373], 'axes': [57.637574437295164, 58.37735279508629], 'angle': -17.211267613721347}, 'location': [121.90783169031658, 144.24830833373], 'diameter': 58.37735279508629, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.4743155968665134, 'phi': -1.3459337560338844, 'norm_pos': [0.3809619740322393, 0.39896538194279174], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.8256419,"{'circle_3d': {'center': [-4.0896504343972415, 2.551697179309862, 67.36237263998552], 'normal': [0.22324435279847396, -0.10201070544469766, -0.9694100138322616], 'radius': 3.158005082824989}, 'confidence': 0.09369222162706284, 'timestamp': 771.426111, 'diameter_3d': 6.316010165649978, 'ellipse': {'center': [122.0591356699786, 143.62357676178627], 'axes': [57.36850528386284, 58.141776047455586], 'angle': -19.69153568471578}, 'location': [122.0591356699786, 143.62357676178627], 'diameter': 58.141776047455586, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.468607863990936, 'phi': -1.3444535837631315, 'norm_pos': [0.38143479896868315, 0.40156843015922383], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.833471,"{'circle_3d': {'center': [-3.794216458959846, 2.9014262450018284, 67.40268432709497], 'normal': [0.24786385075159031, -0.07286661663703382, -0.966050706573141], 'radius': 3.177239833982006}, 'confidence': 0.07687776697752959, 'timestamp': 771.434511, 'diameter_3d': 6.354479667964012, 'ellipse': {'center': [124.7640004616888, 146.78956421707662], 'axes': [57.43847613498387, 58.4922159432234], 'angle': -5.792604901439791}, 'location': [124.7640004616888, 146.78956421707662], 'diameter': 58.4922159432234, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.4978650741884, 'phi': -1.319639657518286, 'norm_pos': [0.3898875014427775, 0.38837681576218075], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.844935,"{'circle_3d': {'center': [-3.5168415775932926, 3.3465434657256106, 67.4522474239273], 'normal': [0.27097842419880314, -0.035773514910051984, -0.9619204485037803], 'radius': 3.1739254856738097}, 'confidence': 0.08824948093799367, 'timestamp': 771.442911, 'diameter_3d': 6.347850971347619, 'ellipse': {'center': [127.3110616559847, 150.8127178027029], 'axes': [56.98078874218165, 58.43644886966864], 'angle': 6.14105557066073}, 'location': [127.3110616559847, 150.8127178027029], 'diameter': 58.43644886966864, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5350151773283562, 'phi': -1.2962066773865253, 'norm_pos': [0.3978470676749522, 0.3716136758220713], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.8500328,"{'circle_3d': {'center': [-3.473322189822434, 3.4284222063021255, 67.4618384564672], 'normal': [0.27460503984637474, -0.028950286528675748, -0.961121195792122], 'radius': 3.1483160851286285}, 'confidence': 0.08902848567103663, 'timestamp': 771.451311, 'diameter_3d': 6.296632170257257, 'ellipse': {'center': [127.71710047000502, 151.5513175983101], 'axes': [56.44159843814347, 57.9652081587671], 'angle': 7.932404110468912}, 'location': [127.71710047000502, 151.5513175983101], 'diameter': 57.9652081587671, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5418419947756299, 'phi': -1.2924976451984003, 'norm_pos': [0.3991159389687657, 0.36853617667370786], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.859981,"{'circle_3d': {'center': [-3.4124233968873776, 3.301763163109178, 67.48393060549157], 'normal': [0.2796799392576294, -0.03950520679475471, -0.9592801833734254], 'radius': 3.2324994760954864}, 'confidence': 0.05424847431120345, 'timestamp': 771.459711, 'diameter_3d': 6.464998952190973, 'ellipse': {'center': [128.26132740044073, 150.3940012140265], 'axes': [57.86579678020846, 59.48121079146303], 'angle': 4.516801405017433}, 'location': [128.26132740044073, 150.3940012140265], 'diameter': 59.48121079146303, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.5312808370685058, 'phi': -1.287108009829168, 'norm_pos': [0.4008166481263773, 0.3733583282748896], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.868444,"{'circle_3d': {'center': [-3.6087496243334773, 2.1186077446952654, 67.53802070619392], 'normal': [0.26331942030378763, -0.13810149166258068, -0.9547726749815619], 'radius': 3.1863345992471914}, 'confidence': 0.01654197284653483, 'timestamp': 771.468111, 'diameter_3d': 6.372669198494383, 'ellipse': {'center': [126.5180929952513, 139.63467334260275], 'axes': [56.94266944861517, 58.5073819611144], 'angle': -26.744257951414994}, 'location': [126.5180929952513, 139.63467334260275], 'diameter': 58.5073819611144, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.4322520451859126, 'phi': -1.3016932143893318, 'norm_pos': [0.3953690406101603, 0.41818886107248854], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580955275.878388,"{'circle_3d': {'center': [-3.527279446808988, 2.20372869481101, 67.5487883347923], 'normal': [0.27010860176416196, -0.1310080791529354, -0.9538753725983639], 'radius': 3.159421025588218}, 'confidence': 0.033386532274095694, 'timestamp': 771.476511, 'diameter_3d': 6.318842051176436, 'ellipse': {'center': [127.26876914759288, 140.40055506080463], 'axes': [56.39772020788318, 58.0055962200785], 'angle': -23.86398932683654}, 'location': [127.26876914759288, 140.40055506080463], 'diameter': 58.0055962200785, 'sphere': {'center': [-6.76858266797893, 3.7758256446462344, 78.99529280597267], 'radius': 12.0}, 'projected_sphere': {'center': [106.87631243478793, 149.63482780462164], 'axes': [188.3656540972395, 188.3656540972395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 39, 'model_birth_timestamp': 756.482587, 'theta': 1.4394105722081714, 'phi': -1.2948507885785654, 'norm_pos': [0.39771490358622774, 0.4149976872466473], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
